franchise_id,season_year,home_games,home_wins,home_attendance_total,avg_home_attendance,away_games,away_wins,away_attendance_total,avg_away_attendance,total_games,total_wins,Pct,total_attendance,attendance_avg
17,2015,41,23,611226,14907.951219512195,41,18,725841,17703.439024390245,82,41,0.5,1337067,16305.69512195122
17,2016,41,23,621808,15166.048780487805,41,10,722548,17623.121951219513,82,33,0.4024390243902439,1344356,16394.585365853658
17,2017,41,23,648952,15828.09756097561,41,19,735056,17928.19512195122,82,42,0.5121951219512195,1384008,16878.146341463416
17,2018,41,25,685303,16714.70731707317,41,19,753614,18380.829268292684,82,44,0.5365853658536586,1438917,17547.768292682926
17,2019,41,33,721692,17602.243902439026,41,27,745607,18185.536585365855,82,60,0.7317073170731707,1467299,17893.89024390244
17,2020,35,30,549036,17710.83870967742,38,26,608353,17892.735294117647,73,56,0.7671232876712328,1157389,15854.643835616438
17,2021,36,26,64780,2591.2,36,20,41712,2979.4285714285716,72,46,0.6388888888888888,106492,1479.0555555555557
17,2022,41,27,715581,17453.19512195122,41,24,723931,17656.853658536584,82,51,0.6219512195121951,1439512,17555.024390243903
17,2023,41,32,718786,17531.365853658535,41,26,750138,18296.048780487807,82,58,0.7073170731707317,1468924,17913.70731707317
17,2024,38,28,671003,17657.973684210527,38,16,707617,18621.5,76,44,0.5789473684210527,1378620,18139.736842105263
18,2005,41,24,704438,17181.414634146342,41,20,732847,17874.317073170732,82,44,0.5365853658536586,1437285,17527.865853658535
18,2006,41,24,662167,16150.414634146342,41,9,714281,17421.48780487805,82,33,0.4024390243902439,1376448,16785.951219512193
18,2007,41,20,655947,15998.707317073171,41,12,733673,17894.463414634145,82,32,0.3902439024390244,1389620,16946.585365853658
18,2008,41,15,593537,14476.512195121952,41,7,688863,16801.536585365855,82,22,0.2682926829268293,1282400,15639.024390243903
18,2009,41,11,595013,14512.512195121952,41,13,690565,16843.048780487807,82,24,0.2926829268292683,1285578,15677.780487804877
18,2010,41,10,619170,15101.707317073171,41,5,660630,16112.926829268292,82,15,0.18292682926829268,1279800,15607.317073170732
18,2011,41,12,624960,15242.926829268292,41,5,692322,16885.90243902439,82,17,0.2073170731707317,1317282,16064.414634146342
18,2012,33,13,577197,17490.81818181818,33,13,538254,16310.727272727272,66,26,0.3939393939393939,1115451,16900.772727272728
18,2013,41,20,669956,16340.390243902439,41,11,698403,17034.219512195123,82,31,0.3780487804878049,1368359,16687.30487804878
18,2014,41,24,597157,14564.80487804878,41,16,721826,17605.51219512195,82,40,0.4878048780487805,1318983,16085.158536585366
18,2015,41,9,595652,14528.09756097561,41,7,738032,18000.780487804877,82,16,0.1951219512195122,1333684,16264.439024390244
18,2016,41,14,581178,14175.073170731708,41,15,731110,17831.951219512193,82,29,0.35365853658536583,1312288,16003.512195121952
18,2017,41,20,607203,14809.829268292682,41,11,742174,18101.80487804878,82,31,0.3780487804878049,1349377,16455.817073170732
18,2018,41,30,699308,17056.29268292683,41,17,731886,17850.878048780487,82,47,0.573170731707317,1431194,17453.585365853658
18,2019,41,25,627543,15305.926829268292,41,11,723553,17647.634146341465,82,36,0.43902439024390244,1351096,16476.780487804877
18,2020,32,8,482112,15066.0,32,11,558820,17463.125,64,19,0.296875,1040932,16264.5625
18,2021,36,13,15774,1577.4,36,10,32679,2513.769230769231,72,23,0.3194444444444444,48453,672.9583333333334
18,2022,41,26,657148,16028.0,41,20,689275,16811.585365853658,82,46,0.5609756097560976,1346423,16419.79268292683
18,2023,41,22,687510,16768.536585365855,41,20,717468,17499.219512195123,82,42,0.5121951219512195,1404978,17133.878048780487
18,2024,39,29,702936,18024.0,39,24,709190,18184.358974358973,78,53,0.6794871794871795,1412126,18104.17948717949
19,2005,41,24,618681,15089.780487804877,41,18,681623,16624.951219512193,82,42,0.5121951219512195,1300304,15857.365853658537
19,2006,41,29,691543,16866.90243902439,41,20,726150,17710.975609756097,82,49,0.5975609756097561,1417693,17288.939024390245
19,2007,41,24,693955,16925.731707317074,41,17,732697,17870.658536585364,82,41,0.5,1426652,17398.19512195122
