Show Name,Season,Day of Week,Air Date,Episode,18-49 Demo,Viewers (millions)
nurses,1,Mon,2020-12-14,01-02,0.40,2.987
nurses,1,Tues,2021-01-05,01-03,0.33,2.554
nurses,1,Tues,2021-01-12,01-04,0.38,2.597
nurses,1,Tues,2021-01-19,01-05,0.23,1.864
nurses,1,Tues,2021-01-26,01-06,0.24,1.735
nurses,1,Tues,2021-02-02,01-07,0.26,1.678
nurses,1,Tues,2021-02-09,01-08,0.30,1.939
nurses,1,Tues,2021-02-16,01-09,0.34,2.159
nurses,1,Tues,2021-02-23,01-10,0.34,2.201
americas got talent,15,Tues,2020-05-26,,1.45,9.896
americas got talent,15,Tues,2020-06-02,,1.31,8.793
americas got talent,15,Tues,2020-06-09,,1.33,8.711
americas got talent,15,Tues,2020-06-16,,1.28,8.569
americas got talent,15,Tues,2020-06-23,,1.28,8.718
americas got talent,15,Tues,2020-06-30,,1.22,8.438
americas got talent,15,Tues,2020-07-14,,1.14,7.629
americas got talent,15,Tues,2020-07-28,,0.96,6.118
americas got talent,15,Tues,2020-08-11,,0.87,6.750
americas got talent,15,Tues,2020-08-18,,0.74,5.577
americas got talent,15,Tues,2020-08-25,,0.74,5.633
americas got talent,15,Tues,2020-09-01,,0.77,6.403
americas got talent,15,Tues,2020-09-08,,0.76,6.006
americas got talent,15,Tues,2020-09-15,,0.70,5.943
americas got talent,15,Tues,2020-09-22,,0.80,6.157
van helsing,2,Thurs,2017-10-05,02-01,0.15,0.459
van helsing,2,Thurs,2017-10-12,02-02,0.13,0.451
van helsing,2,Thurs,2017-10-19,02-03,0.13,0.488
van helsing,2,Thurs,2017-10-26,02-04,0.11,0.456
van helsing,2,Thurs,2017-11-02,02-05,0.12,0.368
van helsing,2,Thurs,2017-11-09,02-06,0.10,0.303
van helsing,2,Thurs,2017-11-16,02-07,0.12,0.345
van helsing,2,Thurs,2017-11-30,02-08,0.10,0.335
van helsing,2,Thurs,2017-12-07,02-09,0.14,0.487
van helsing,2,Thurs,2017-12-14,02-10,0.08,0.358
van helsing,2,Thurs,2017-12-21,02-11,0.16,0.486
van helsing,2,Thurs,2017-12-28,02-12,0.16,0.550
van helsing,2,Thurs,2018-01-04,02-13,0.14,0.477
the 100,7,Weds,2020-05-20,07-01,0.24,0.796
the 100,7,Weds,2020-05-27,07-02,0.20,0.757
the 100,7,Weds,2020-06-03,07-03,0.21,0.708
the 100,7,Weds,2020-06-10,07-04,0.16,0.634
the 100,7,Weds,2020-06-17,07-05,0.18,0.682
the 100,7,Weds,2020-06-24,07-06,0.13,0.567
the 100,7,Weds,2020-07-01,07-07,0.15,0.642
the 100,7,Weds,2020-07-08,07-08,0.15,0.669
the 100,7,Weds,2020-07-15,07-09,0.16,0.605
the 100,7,Weds,2020-08-05,07-10,0.10,0.471
the 100,7,Weds,2020-08-12,07-11,0.14,0.581
the 100,7,Weds,2020-08-19,07-12,0.14,0.541
the 100,7,Weds,2020-09-09,07-13,0.16,0.586
the 100,7,Weds,2020-09-16,07-14,0.20,0.632
the 100,7,Weds,2020-09-23,07-15,0.10,0.523
the 100,7,Weds,2020-09-30,07-16,0.20,0.614
last man standing,9,Sun,2021-01-03,09-01,0.51,2.518
last man standing,9,Thurs,2021-01-07,09-02,0.55,3.305
last man standing,9,Thurs,2021-01-14,09-03,0.49,2.835
last man standing,9,Thurs,2021-01-21,09-04,0.44,2.635
last man standing,9,Thurs,2021-01-28,09-05,0.43,2.526
last man standing,9,Thurs,2021-02-04,09-06,0.37,2.512
last man standing,9,Thurs,2021-02-11,09-07,0.41,2.252
last man standing,9,Thurs,2021-02-18,09-08,0.39,2.322
last man standing,9,Thurs,2021-02-25,09-09,0.45,2.518
last man standing,9,Thurs,2021-03-04,09-10,0.45,2.497
last man standing,9,Thurs,2021-03-11,09-11,0.43,2.419
last man standing,9,Thurs,2021-03-18,09-12,0.47,2.382
last man standing,9,Thurs,2021-03-25,09-13,0.45,2.425
last man standing,9,Thurs,2021-04-08,09-14,0.41,2.220
last man standing,9,Thurs,2021-04-15,09-15,0.41,2.468
last man standing,9,Thurs,2021-04-22,09-16,0.51,2.627
last man standing,9,Thurs,2021-04-29,09-17,0.26,2.110
last man standing,9,Thurs,2021-05-06,09-18,0.33,2.141
last man standing,9,Thurs,2021-05-13,09-19,0.36,2.349
last man standing,9,Thurs,2021-05-20,09-20,0.39,2.634
last man standing,9,Thurs,2021-05-20,09-21,0.39,2.634
atlanta,3,Thurs,2022-03-24,03-01,0.13,0.310
atlanta,3,Thurs,2022-03-24,03-02,0.13,0.288
atlanta,3,Thurs,2022-03-31,03-03,0.11,0.284
atlanta,3,Thurs,2022-04-07,03-04,0.11,0.260
atlanta,3,Thurs,2022-04-14,03-05,0.12,0.290
atlanta,3,Thurs,2022-04-21,03-06,0.08,0.203
atlanta,3,Thurs,2022-04-28,03-07,0.04,0.152
atlanta,3,Thurs,2022-05-05,03-08,0.13,0.305
atlanta,3,Thurs,2022-05-12,03-09,0.10,0.225
atlanta,3,Thurs,2022-05-19,03-10,0.06,0.152
the voice,25,Mon,2024-02-26,,0.52,6.334
the voice,25,Mon,2024-03-04,,0.51,5.833
the voice,25,Mon,2024-03-11,,0.52,6.114
the voice,25,Mon,2024-03-18,,0.52,6.233
the voice,25,Tues,2024-02-27,,0.41,5.281
the voice,25,Tues,2024-03-05,,0.32,3.954
the voice,25,Tues,2024-03-12,,0.36,4.422
the voice,25,Tues,2024-03-19,,0.34,4.363
kung fu,3,Weds,2022-10-05,03-01,0.07,0.402
kung fu,3,Weds,2022-10-12,03-02,0.08,0.420
kung fu,3,Weds,2022-10-19,03-03,0.06,0.387
kung fu,3,Weds,2022-10-26,03-04,0.06,0.454
kung fu,3,Weds,2022-11-02,03-05,0.08,0.427
kung fu,3,Weds,2022-11-09,03-06,0.05,0.390
kung fu,3,Weds,2022-11-16,03-07,0.07,0.359
kung fu,3,Weds,2022-11-30,03-08,0.06,0.399
kung fu,3,Weds,2023-02-08,03-09,0.05,0.446
kung fu,3,Weds,2023-02-15,03-10,0.08,0.413
kung fu,3,Weds,2023-02-22,03-11,0.07,0.361
kung fu,3,Weds,2023-03-01,03-12,0.06,0.414
kung fu,3,Weds,2023-03-08,03-13,0.06,0.397
animal kingdom,3,Tues,2018-05-29,03-01,0.43,1.300
animal kingdom,3,Tues,2018-06-05,03-02,0.37,1.217
animal kingdom,3,Tues,2018-06-12,03-03,0.38,1.163
animal kingdom,3,Tues,2018-06-19,03-04,0.43,1.333
animal kingdom,3,Tues,2018-06-26,03-05,0.39,1.311
animal kingdom,3,Tues,2018-07-03,03-06,0.37,1.197
animal kingdom,3,Tues,2018-07-10,03-07,0.37,1.274
animal kingdom,3,Tues,2018-07-17,03-08,0.41,1.345
animal kingdom,3,Tues,2018-07-24,03-09,0.36,1.334
animal kingdom,3,Tues,2018-07-31,03-10,0.39,1.313
animal kingdom,3,Tues,2018-08-07,03-11,0.44,1.444
animal kingdom,3,Tues,2018-08-14,03-12,0.38,1.374
animal kingdom,3,Tues,2018-08-21,03-13,0.39,1.367
two sentence horror stories,1,Thurs,2019-08-08,01-01,0.12,0.588
two sentence horror stories,1,Thurs,2019-08-08,01-02,0.12,0.616
two sentence horror stories,1,Thurs,2019-08-15,01-03,0.10,0.477
two sentence horror stories,1,Thurs,2019-08-15,01-04,0.12,0.473
two sentence horror stories,1,Thurs,2019-08-22,01-05,0.09,0.448
two sentence horror stories,1,Thurs,2019-08-29,01-06,0.10,0.417
two sentence horror stories,1,Thurs,2019-09-05,01-07,0.12,0.565
two sentence horror stories,1,Thurs,2019-09-12,01-08,0.13,0.550
two sentence horror stories,1,Thurs,2019-09-19,01-09,0.11,0.530
two sentence horror stories,1,Thurs,2019-09-19,01-10,0.11,0.530
life in pieces,2,Thurs,2016-10-27,02-01,1.41,5.960
life in pieces,2,Thurs,2016-11-03,02-02,1.28,5.923
life in pieces,2,Thurs,2016-11-10,02-03,1.46,6.230
life in pieces,2,Thurs,2016-11-17,02-04,1.36,6.645
life in pieces,2,Thurs,2016-11-24,02-05,1.05,5.268
life in pieces,2,Thurs,2016-12-01,02-06,1.24,6.275
life in pieces,2,Thurs,2016-12-08,02-07,1.28,6.450
life in pieces,2,Thurs,2016-12-15,02-08,1.33,6.935
life in pieces,2,Thurs,2017-01-05,02-09,1.39,6.742
life in pieces,2,Thurs,2017-01-12,02-10,1.16,5.949
life in pieces,2,Thurs,2017-01-19,02-11,1.51,6.948
life in pieces,2,Thurs,2017-02-02,02-12,1.26,6.624
life in pieces,2,Thurs,2017-02-09,02-13,1.28,6.082
life in pieces,2,Thurs,2017-02-16,02-14,1.31,6.325
life in pieces,2,Thurs,2017-02-23,02-15,1.19,5.983
life in pieces,2,Thurs,2017-03-09,02-16,1.26,6.130
life in pieces,2,Thurs,2017-03-30,02-17,1.12,5.591
life in pieces,2,Thurs,2017-04-06,02-18,1.21,5.676
life in pieces,2,Thurs,2017-04-13,02-19,1.10,5.405
life in pieces,2,Thurs,2017-04-27,02-20,1.10,5.507
life in pieces,2,Thurs,2017-05-04,02-21,1.21,6.109
life in pieces,2,Thurs,2017-05-11,02-22,1.15,5.970
20 20,46,Fri,2023-09-29,,0.29,3.077
20 20,46,Fri,2023-10-06,,0.29,2.872
20 20,46,Fri,2023-10-13,,0.29,2.638
20 20,46,Fri,2023-10-20,,0.24,2.615
20 20,46,Fri,2023-10-27,,0.32,2.960
20 20,46,Fri,2023-11-03,,0.31,3.843
20 20,46,Fri,2023-11-10,,0.28,2.820
20 20,46,Fri,2023-11-17,,0.26,2.701
20 20,46,Fri,2023-12-08,,0.33,3.089
20 20,46,Fri,2023-12-15,,0.28,2.934
20 20,46,Fri,2024-01-05,,0.23,2.726
20 20,46,Fri,2024-01-12,,0.32,2.814
20 20,46,Fri,2024-01-19,,0.36,2.928
20 20,46,Fri,2024-01-26,,0.42,3.567
20 20,46,Fri,2024-02-02,,0.33,2.833
20 20,46,Fri,2024-02-09,,0.27,2.646
20 20,46,Fri,2024-02-16,,0.27,2.469
20 20,46,Fri,2024-02-23,,0.29,3.040
20 20,46,Fri,2024-03-01,,0.20,2.080
20 20,46,Fri,2024-03-08,,0.24,2.406
20 20,46,Fri,2024-03-15,,0.22,2.334
fear the walking dead,4,Sun,2018-04-15,04-01,1.63,4.090
fear the walking dead,4,Sun,2018-04-22,04-02,1.09,3.066
fear the walking dead,4,Sun,2018-04-29,04-03,0.97,2.708
fear the walking dead,4,Sun,2018-05-06,04-04,0.85,2.485
fear the walking dead,4,Sun,2018-05-13,04-05,0.85,2.464
fear the walking dead,4,Sun,2018-05-20,04-06,0.82,2.306
fear the walking dead,4,Sun,2018-06-03,04-07,0.60,1.971
fear the walking dead,4,Sun,2018-06-10,04-08,0.73,2.320
fear the walking dead,4,Sun,2018-08-12,04-09,0.68,1.878
fear the walking dead,4,Sun,2018-08-19,04-10,0.63,1.855
fear the walking dead,4,Sun,2018-08-26,04-11,0.61,1.827
fear the walking dead,4,Sun,2018-09-02,04-12,0.48,1.521
fear the walking dead,4,Sun,2018-09-09,04-13,0.57,1.712
fear the walking dead,4,Sun,2018-09-16,04-14,0.57,1.871
fear the walking dead,4,Sun,2018-09-23,04-15,0.69,2.033
fear the walking dead,4,Sun,2018-09-30,04-16,0.71,2.127
happy,2,Weds,2019-03-27,02-01,0.11,0.337
happy,2,Weds,2019-04-03,02-02,0.09,0.286
happy,2,Weds,2019-04-10,02-03,0.10,0.303
happy,2,Weds,2019-04-17,02-04,0.10,0.291
happy,2,Weds,2019-04-24,02-05,0.09,0.310
happy,2,Weds,2019-05-01,02-06,0.10,0.289
happy,2,Weds,2019-05-08,02-07,0.09,0.271
happy,2,Weds,2019-05-15,02-08,0.07,0.239
happy,2,Weds,2019-05-22,02-09,0.08,0.250
happy,2,Weds,2019-05-29,02-10,0.09,0.286
tell me a story,1,Tues,2020-07-28,01-01,0.10,0.434
tell me a story,1,Tues,2020-08-04,01-02,0.09,0.387
tell me a story,1,Tues,2020-08-11,01-03,0.10,0.407
tell me a story,1,Tues,2020-08-18,01-04,0.06,0.290
tell me a story,1,Tues,2020-08-25,01-05,0.07,0.314
tell me a story,1,Tues,2020-09-01,01-06,0.05,0.281
tell me a story,1,Tues,2020-09-08,01-07,0.09,0.416
tell me a story,1,Tues,2020-09-15,01-08,0.10,0.300
tell me a story,1,Tues,2020-09-22,01-09,0.10,0.315
tell me a story,1,Tues,2020-09-29,01-10,0.10,0.303
power book iv force,2,Fri,2023-09-01,02-01,0.04,0.198
power book iv force,2,Fri,2023-09-08,02-02,0.06,0.201
power book iv force,2,Fri,2023-09-15,02-03,0.08,0.254
power book iv force,2,Fri,2023-09-22,02-04,0.07,0.240
power book iv force,2,Fri,2023-09-29,02-05,0.07,0.304
power book iv force,2,Fri,2023-10-06,02-06,0.03,0.207
power book iv force,2,Fri,2023-10-13,02-07,0.06,0.281
power book iv force,2,Fri,2023-10-20,02-08,0.06,0.274
power book iv force,2,Fri,2023-11-03,02-09,0.07,0.304
power book iv force,2,Fri,2023-11-10,02-10,0.07,0.307
somebody somewhere,2,Sun,2023-04-23,02-01,0.03,0.144
somebody somewhere,2,Sun,2023-04-30,02-02,0.03,0.181
somebody somewhere,2,Sun,2023-05-14,02-04,0.02,0.153
somebody somewhere,2,Sun,2023-05-21,02-05,0.02,0.119
somebody somewhere,2,Sun,2023-05-28,02-06,0.02,0.123
somebody somewhere,2,Sun,2023-05-28,02-07,0.01,0.105
knightfall,2,Mon,2019-03-25,02-01,0.17,0.928
knightfall,2,Mon,2019-04-01,02-02,0.09,0.555
knightfall,2,Mon,2019-04-08,02-03,0.08,0.540
knightfall,2,Mon,2019-04-15,02-04,0.14,0.712
knightfall,2,Mon,2019-04-22,02-05,0.10,0.531
knightfall,2,Mon,2019-04-29,02-06,0.15,0.708
knightfall,2,Mon,2019-05-06,02-07,0.12,0.593
knightfall,2,Mon,2019-05-13,02-08,0.15,0.648
night shift,4,Thurs,2017-06-22,04-01,0.60,3.591
night shift,4,Thurs,2017-06-29,04-02,0.70,4.152
night shift,4,Thurs,2017-07-06,04-03,0.70,4.240
night shift,4,Thurs,2017-07-13,04-04,0.70,4.410
night shift,4,Thurs,2017-07-20,04-05,0.70,4.229
night shift,4,Thurs,2017-07-27,04-06,0.80,4.445
night shift,4,Thurs,2017-08-10,04-07,0.50,3.094
night shift,4,Thurs,2017-08-17,04-08,0.60,3.521
night shift,4,Thurs,2017-08-24,04-09,0.70,3.721
night shift,4,Thurs,2017-08-31,04-10,0.60,3.082
big brother,18,Weds,2016-06-22,,1.90,6.190
big brother,18,Weds,2016-06-29,,1.90,6.126
big brother,18,Weds,2016-07-06,,1.90,6.179
big brother,18,Weds,2016-07-13,,1.80,6.045
big brother,18,Weds,2016-07-20,,1.70,5.603
big brother,18,Weds,2016-07-27,,1.70,5.562
big brother,18,Weds,2016-08-03,,1.80,5.844
big brother,18,Weds,2016-08-10,,1.80,5.913
big brother,18,Weds,2016-08-17,,1.80,5.908
big brother,18,Weds,2016-08-24,,2.10,6.465
big brother,18,Weds,2016-08-31,,1.90,6.288
big brother,18,Weds,2016-09-07,,1.90,6.142
big brother,18,Tues,2016-09-13,,1.80,6.348
big brother,18,Weds,2016-09-21,,2.00,6.320
lego masters,2,Tues,2021-06-01,02-01,0.48,1.690
lego masters,2,Tues,2021-06-08,02-02,0.52,1.588
lego masters,2,Tues,2021-06-15,02-03,0.48,1.657
lego masters,2,Tues,2021-06-22,02-04,0.50,1.668
lego masters,2,Tues,2021-07-06,02-05,0.50,1.613
lego masters,2,Tues,2021-07-20,02-06,0.47,1.549
lego masters,2,Tues,2021-08-10,02-07,0.48,1.528
lego masters,2,Tues,2021-08-17,02-08,0.46,1.393
lego masters,2,Tues,2021-08-24,02-09,0.50,1.478
lego masters,2,Tues,2021-08-31,02-10,0.43,1.482
lego masters,2,Tues,2021-09-07,02-11,0.39,1.415
lego masters,2,Tues,2021-09-14,02-12,0.45,1.435
mr robot,2,Weds,2016-07-13,02-01,0.43,1.040
mr robot,2,Weds,2016-07-13,02-02,0.30,0.799
mr robot,2,Weds,2016-07-20,02-03,0.30,0.799
mr robot,2,Weds,2016-07-27,02-04,0.26,0.637
mr robot,2,Weds,2016-08-03,02-05,0.24,0.705
mr robot,2,Weds,2016-08-10,02-06,0.22,0.572
mr robot,2,Weds,2016-08-17,02-07,0.25,0.652
mr robot,2,Weds,2016-08-24,02-08,0.30,0.742
mr robot,2,Weds,2016-08-31,02-09,0.26,0.651
mr robot,2,Weds,2016-09-07,02-10,0.29,0.765
mr robot,2,Weds,2016-09-14,02-11,0.32,0.686
mr robot,2,Weds,2016-09-21,02-12,0.39,0.852
the magicians,4,Weds,2019-01-23,04-01,0.19,0.611
the magicians,4,Weds,2019-01-30,04-02,0.19,0.534
the magicians,4,Weds,2019-02-06,04-03,0.20,0.615
the magicians,4,Weds,2019-02-13,04-04,0.20,0.573
the magicians,4,Weds,2019-02-20,04-05,0.21,0.531
the magicians,4,Weds,2019-02-27,04-06,0.17,0.534
the magicians,4,Weds,2019-03-06,04-07,0.18,0.517
the magicians,4,Weds,2019-03-13,04-08,0.19,0.534
the magicians,4,Weds,2019-03-20,04-09,0.16,0.498
the magicians,4,Weds,2019-03-27,04-10,0.19,0.515
the magicians,4,Weds,2019-04-03,04-11,0.16,0.505
the magicians,4,Weds,2019-04-10,04-12,0.20,0.560
the magicians,4,Weds,2019-04-17,04-13,0.21,0.501
detour,2,Tues,2017-02-21,02-01,0.57,1.456
detour,2,Tues,2017-02-21,02-02,0.46,1.113
detour,2,Tues,2017-02-28,02-03,0.41,0.984
detour,2,Tues,2017-03-07,02-04,0.43,1.118
detour,2,Tues,2017-03-14,02-05,0.44,1.036
detour,2,Tues,2017-03-21,02-06,0.41,1.108
detour,2,Tues,2017-03-28,02-07,0.45,1.072
detour,2,Tues,2017-04-04,02-08,0.43,1.088
detour,2,Tues,2017-04-11,02-09,0.37,0.967
detour,2,Tues,2017-04-18,02-10,0.39,1.006
detour,2,Tues,2017-04-25,02-11,0.40,1.141
detour,2,Tues,2017-04-25,02-12,0.28,0.790
the goldbergs,10,Weds,2022-09-21,10-01,0.44,2.531
the goldbergs,10,Weds,2022-09-28,10-02,0.36,2.141
the goldbergs,10,Weds,2022-10-05,10-03,0.36,2.252
the goldbergs,10,Weds,2022-10-12,10-04,0.34,2.397
the goldbergs,10,Weds,2022-10-19,10-05,0.39,2.315
the goldbergs,10,Weds,2022-10-26,10-06,0.41,2.578
the goldbergs,10,Weds,2022-11-02,10-07,0.39,2.542
the goldbergs,10,Weds,2022-11-16,10-08,0.39,2.641
the goldbergs,10,Weds,2022-11-30,10-09,0.38,2.524
the goldbergs,10,Weds,2022-12-07,10-10,0.39,2.509
the goldbergs,10,Weds,2023-01-11,10-11,0.42,2.633
the goldbergs,10,Weds,2023-01-18,10-12,0.35,2.685
the goldbergs,10,Weds,2023-02-15,10-13,0.33,2.263
the goldbergs,10,Weds,2023-02-22,10-14,0.37,2.420
the goldbergs,10,Weds,2023-03-01,10-15,0.34,2.273
the goldbergs,10,Weds,2023-03-08,10-16,0.30,2.463
the goldbergs,10,Weds,2023-03-15,10-17,0.37,2.457
the goldbergs,10,Weds,2023-04-05,10-18,0.34,2.281
the goldbergs,10,Weds,2023-04-12,10-19,0.34,2.147
the goldbergs,10,Weds,2023-04-19,10-20,0.35,2.389
the goldbergs,10,Weds,2023-04-26,10-21,0.30,2.065
the goldbergs,10,Weds,2023-05-03,10-22,0.30,2.541
astrid lilly save the world,1,Weds,2022-01-26,01-01,0.06,0.363
astrid lilly save the world,1,Weds,2022-02-02,01-02,0.04,0.252
astrid lilly save the world,1,Weds,2022-02-09,01-03,0.05,0.267
astrid lilly save the world,1,Weds,2022-02-16,01-04,0.04,0.217
astrid lilly save the world,1,Weds,2022-02-23,01-05,0.05,0.246
astrid lilly save the world,1,Weds,2022-03-02,01-06,0.04,0.225
astrid lilly save the world,1,Weds,2022-03-09,01-07,0.04,0.234
astrid lilly save the world,1,Weds,2022-03-16,01-08,0.04,0.221
astrid lilly save the world,1,Weds,2022-03-23,01-09,0.03,0.170
astrid lilly save the world,1,Weds,2022-03-30,01-10,0.05,0.204
the bold type,1,Tues,2017-06-20,01-01,0.12,0.235
the bold type,1,Tues,2017-07-11,01-02,0.14,0.302
the bold type,1,Tues,2017-07-18,01-03,0.13,0.275
the bold type,1,Tues,2017-07-25,01-04,0.16,0.359
the bold type,1,Tues,2017-08-01,01-05,0.19,0.352
the bold type,1,Tues,2017-08-08,01-06,0.17,0.339
the bold type,1,Tues,2017-08-15,01-07,0.13,0.294
the bold type,1,Tues,2017-08-22,01-08,0.12,0.280
the bold type,1,Tues,2017-08-29,01-09,0.17,0.360
the bold type,1,Tues,2017-09-05,01-10,0.16,0.331
the 100000 pyramid,6,Sun,2022-07-10,06-01,0.34,2.967
the 100000 pyramid,6,Sun,2022-07-17,06-02,0.39,3.149
the 100000 pyramid,6,Sun,2022-07-24,06-03,0.37,3.057
the 100000 pyramid,6,Sun,2022-07-31,06-04,0.45,3.955
the 100000 pyramid,6,Sun,2022-08-07,06-05,0.46,4.140
the 100000 pyramid,6,Sun,2022-08-14,06-06,0.44,4.013
the 100000 pyramid,6,Sun,2022-08-21,06-07,0.45,4.103
the 100000 pyramid,6,Sun,2022-08-28,06-08,0.42,3.887
the 100000 pyramid,6,Sun,2022-09-11,06-09,0.44,3.569
the 100000 pyramid,6,Sun,2022-09-18,06-10,0.35,3.149
the watchful eye,1,Mon,2023-01-30,01-01,0.06,0.180
the watchful eye,1,Mon,2023-01-30,01-02,0.05,0.131
the watchful eye,1,Mon,2023-02-06,01-03,0.04,0.105
the watchful eye,1,Mon,2023-02-13,01-04,0.05,0.133
the watchful eye,1,Mon,2023-02-21,01-05,0.04,0.146
the watchful eye,1,Mon,2023-02-27,01-06,0.04,0.131
the watchful eye,1,Mon,2023-03-06,01-07,0.03,0.079
the watchful eye,1,Mon,2023-03-13,01-08,0.02,0.077
the watchful eye,1,Mon,2023-03-20,01-09,0.03,0.088
the watchful eye,1,Mon,2023-03-27,01-10,0.03,0.097
swat,4,Weds,2020-11-11,04-01,0.44,2.746
swat,4,Weds,2020-11-11,04-02,0.37,2.561
swat,4,Weds,2020-11-18,04-03,0.34,2.245
swat,4,Weds,2020-11-25,04-04,0.40,3.386
swat,4,Weds,2020-12-09,04-05,0.51,3.882
swat,4,Weds,2020-12-16,04-06,0.50,4.060
swat,4,Weds,2021-01-13,04-07,0.40,3.279
swat,4,Weds,2021-01-27,04-08,0.40,3.080
swat,4,Weds,2021-02-17,04-09,0.38,2.985
swat,4,Weds,2021-03-03,04-10,0.45,3.623
swat,4,Weds,2021-03-10,04-11,0.37,2.837
