IMDB Series ID,IMDB Episode ID,Type,Text
tt0182576,tt2289608,S,"Explicit reference to masturbation is done

     





Edit"
tt0182576,tt2289608,D,"People drinking alcohol are shown

     





Edit"
tt0182576,tt2289608,I,"Cannibalism present.

     





Edit"
tt7472896,tt14483346,S,"On a couch, a father partially uncovers a device used for masturbation just before his young daughter walks in. He quickly covers it up.

     





Edit"
tt7472896,tt14483346,S,"In the customer's living room, a man sets up camera and recording equipment for a home porn shoot. A gay couple kiss and begin undressing down to their underwear. They end up in only their fishnet underwear; nudity includes bare chest and buttocks.

     





Edit"
tt7472896,tt14483346,D,"Father observes an instance of underage smoking by daughter's boyfriend and indicates disapproval. Daughter refuses boy's invitation to join in.

     





Edit"
tt1844624,tt4217832,S,"Male is raped by someone wearing a sharp,metal strap on.

     





Edit"
tt1844624,tt4217832,S,"Not an orgy,a foursome that goes on for a little while,but isn't graphic at all, quite artsy. Women's breasts shown but with nipple tassels and the other one's are covered by her long hair. The only nudity is buttocks.

     





Edit"
tt1844624,tt4217832,S,"Some moaning can be heard in one of the first sequences. Very brief and quite difficult to hear.

     





Edit"
tt1844624,tt4217832,S,"In a crime scene we can see that a couple was having sex when they got attacked by someone. Buttocks of both are shown. Woman breasts are briefly shown. This is disturbing, nothing sexual.

     





Edit"
tt1844624,tt4217832,S,"A very disturbing scene of a hotel guest being raped by a faceless demon. This scene is very sexual and violent and we see male buttocks and and a metalic dildo. (most disturbing scene in series and very graphic)

     





Edit"
tt1844624,tt4217832,S,"An orgy takes place. this scene lasts about 2 minutes. Same Sex kissing is shown. female breasts are shown with pasties covering the nipples briefly. Also male and female buttocks are clearly on display. (GRAPHIC)

     





Edit"
tt1844624,tt4217832,S,"A man is shown naked two times. Only buttocks are shown.

     





Edit"
tt1844624,tt4217832,V,"Crime scene images shown of a man who was anally raped to death, lots of blood.

     





Edit"
tt1844624,tt4217832,V,"Crime scene photos are shown of a man who was anally raped and had his head smashed open (graphic).

     





Edit"
tt1844624,tt4217832,V,"The most violent and bloody season. Very strong and bloody violence, very disturbing to watch.

     





Edit"
tt1844624,tt4217832,V,"A man comes out from a mattress with multiple scars and scratches on him.

     





Edit"
tt1844624,tt4217832,V,"kids are shown drinking blood from a human

     





Edit"
tt1844624,tt4217832,V,"a woman is thrown out of a window, some blood is shown

     





Edit"
tt1844624,tt4217832,V,"We see two different crime scenes that are very graphic the first one a man has his tongue and eyes cut out while he's still inside of his sexual partner who's impaled REAR FEMALE NUDITY IS SHOWN the other one has men with their stomach cut open. (extremely grisly)

     





Edit"
tt1844624,tt4217832,V,"A very disturbing rape scene is shown. A man is thrown on the bed and anally raped violently by a demon. The demon also wears a strap on screw driver dildo. (VERY DISTURBING)

     





Edit"
tt1844624,tt4217832,V,"bloody sheets are shown.

     





Edit"
tt1844624,tt4217832,V,"Two characters slit the throats of two people during an orgy. LOTS of blood is shown. (VERY GRAPHIC)

     





Edit"
tt1844624,tt4217832,V,"One character's throat was slit and she falls to the ground lots of blood. (BLOODY)

     





Edit"
tt1844624,tt4217832,P,"'Whore' and 'bitch' are never said in this episode.

     





Edit"
tt1844624,tt4217832,P,"Mild.

     





Edit"
tt1844624,tt4217832,P,"Frequent profanity but only up to and including shit, whore and bitch.

     





Edit"
tt1844624,tt4217832,D,"Frequent cigarette smoking. A charater shoots up on heroin. a character snorts cocaine. Two characters shoot up on heroin one overdoses very hard to watch.

     





Edit"
tt1844624,tt4217832,I,"the graphic violence and drug use will disturb people

     





Edit"
tt1844624,tt4217832,I,"the rape scene is extremely hard to watch

     





Edit"
tt1844624,tt4217832,I,"Disturbing contents.

     





Edit"
tt0903747,tt1232247,S,"Some kissing and somewhat skimpy clothing.

     





Edit"
tt0903747,tt1232247,P,"Moderate language.

     





Edit"
tt0903747,tt1232247,D,"A man injects heroin and we see him high.

     





Edit"
tt0903747,tt1232247,I,"Rated TV-MA for disturbing behaviour, grisly images, heroin use and drug theme.

     





Edit"
tt0141842,tt0705255,S,"The whole episode revolves around a rumor that a mans fiancé gave oral sex to his uncle. People make several crude remarks about this rumor.

     





Edit"
tt0141842,tt0705255,S,"It looks like two characters are about to engage in a sexual act but they are interrupted

     





Edit"
tt0141842,tt0705255,V,"A man abuses his fiancé over false rumors of fidelity.

     





Edit"
tt0141842,tt0705255,V,"A man fires his gun at a mans car hoping that he would be inside.

     





Edit"
tt0141842,tt0705255,P,"Constant, pervasive use of ""fuck"" and ""cock""

     





Edit"
tt0141842,tt0705255,D,"At a very tense moment, Chris searchs for heroin but he doesn't find it. He then proceeds to drink a lot and get drunk.

     





Edit"
tt0141842,tt0705255,D,"Tony and Adriana snort cocaine at the club.

     





Edit"
tt0141842,tt0705255,I,"This episode is extremely intense.

     





Edit"
tt8531222,tt11089658,S,"A man exposes his testicle to an crowd of people that also includes minors and is later arrested for pedophilia and indecent exposure.

     





Edit"
tt8531222,tt11089658,S,"A man talks extensively about how he is going to get raped to death in prison.

     





Edit"
tt8531222,tt11089658,S,"A man starts sensually kissing on another man's neck, caresses his chest and pulls down his pants. He then spits on the genital and starts engaging in oral sex. In a returning scene, he bites the man's genitalia off and spits it out of his mouth bloodily, this can be clearly seen for a brief moment. Explicit.

     





Edit"
tt8531222,tt11089658,V,"A man bites another man's genitalia off and spits it out of his mouth very suddenly and in a graphic, bloody manner.

     





Edit"
tt8531222,tt11089658,P,"'Fuck', 'shit', 'cock', 'dick' and 'nigger' are all used freely.

     





Edit"
tt1869454,tt7091742,S,"In episode 1 you see Eve's behind fully in the nude.

     





Edit"
tt7221388,tt22016384,S,"A couple of quick kisses shared through the beginning and end of the episode

     





Edit"
tt7221388,tt22016384,V,"A man's pinky gets chopped off by a sword and is displayed on screen. He then proceeds to get kicked on the head and instantly gets knocked cold

     





Edit"
tt7221388,tt22016384,V,"Most violent episode of the series. Very bloody, disturbing and graphic

     





Edit"
tt7221388,tt22016384,P,"F-Bombs were used twice

     





Edit"
tt7221388,tt22016384,P,"Bitch is said dozens of times throughout

     





Edit"
tt0096697,tt0701160,S,"During a flashback of Bart's first word, clothes are flying out, and Marge is heard giggling. Bart then exclaims ""¡Ay, caramba!"". This implies Homer and Marge were having sex, but it happens offscreen.

     





Edit"
tt0206512,tt0707304,P,"""suck eggs"" is used twice in Squilliam Returns

     





Edit"
tt0312172,tt0966997,S,"None.

     





Edit"
tt0312172,tt0966997,V,"A man is shot, stabbed, hit on the head, poisoned, run over by a car and suffocated. A woman is blungeoned to death.

     





Edit"
tt0182576,tt1701991,S,"Peters bare butt is shown, no frontal nudity, just that.

     





Edit"
tt0182576,tt1701991,S,"A Bit of sexual innuendo sprinkled throughout, no nudity.

     





Edit"
tt0182576,tt1701991,S,"Leia appears in a revealing costume (as she does in the real Star Wars movies so its nothing new), and a character strokes her leg.

     





Edit"
tt0182576,tt1701991,S,"We see ""hot"" girls in bikinis from time to time, and there are jokes about them.

     





Edit"
tt0182576,tt1701991,S,"There is a reference to a woman's period.

     





Edit"
tt0182576,tt1701991,S,"A quick reference to the shaving of private areas.

     





Edit"
tt0182576,tt1701991,S,"A website on Han Solo's computer is called ""hanjobs.com."", this is pun on his name and the website isnt showed, its a blink and you miss it gag.

     





Edit"
tt0182576,tt1701991,V,"This movie is heavy on the fantasy violence, with extra gore thrown in for comic effect.

     





Edit"
tt0182576,tt1701991,V,"We see various creatures and Stormtroopers slain, with severed limbs, gushing brains, spurting blood.

     





Edit"
tt0182576,tt1701991,V,"Characters shoot ""blasters"" at one another.

     





Edit"
tt0182576,tt1701991,V,"Jabba is choked to death, and the Emperor kills two kids who are annoying him in a swimming pool.

     





Edit"
tt0182576,tt1701991,V,"In one scene, ""Han Solo"" decides to ramp up the violence and forces some enemy troops to ""dig their own graves"" and ""cut off that guy's face and wear it as your own.""

     





Edit"
tt0182576,tt1701991,D,"""Darth Stewie"" is seen drinking in bar, he's playing an adult character here, and he has adult intelligence.

     





Edit"
tt0182576,tt1701991,D,"Also, we see a minor character smoking.

     





Edit"
tt0182576,tt1701991,I,"165 - It's A Trap! - TV-14-DLV.

     





Edit"
tt0182576,tt1701991,I,"There's cartoon/fantasy violence, with severed limbs, spattering blood, and gushing brains, among other things.

     





Edit"
tt0384766,tt0688356,S,"Graffiti is shown painted on a wall that crudely depicts a man having sex with a woman in the doggystyle position. The woman's breasts are shown to be exaggeratedly large. Another piece of graffiti shows a woman bending over towards a man's exaggeratedly large penis.

     





Edit"
tt0384766,tt0688356,V,"A man's arm is broken with a bat.

     





Edit"
tt0384766,tt0688356,V,"A man violently slaps a woman three times.

     





Edit"
tt0384766,tt0688356,V,"A man has his thumb cut off (offscreen) before being stabbed in the chest.

     





Edit"
tt16030542,tt16946026,S,"One mention of a penis.

     





Edit"
tt16030542,tt16946026,I,"The episode has a really intense tone.

     





Edit"
tt16030542,tt16946026,I,"The ending is sad and shocking.

     





Edit"
tt2234222,tt6271006,S,"During a dinner party with another couple, a comment is made which at first is misconstrued to refer to swinging sex or couple swapping. A callback is shown referring to a previous extramarital affair. A man dressed in a kilt takes a spill on stage while dancing and his genitalia and buttocks are exposed to the audience; no explicit nudity shown.

     





Edit"
tt2234222,tt6271006,V,"A gory decomposed head is briefly seen in a handbag. A plastic bag was dug up from where it was buried showing a corpse's hand.

     





Edit"
tt2234222,tt6271006,D,"A woman relapses, drinks alcohol and smokes marijuana with her former teenage drug dealer. During a dinner party at home, three people consume psychedelic mushrooms while one man is their monitor.

     





Edit"
tt8697870,tt10103552,S,"Sexual innuendo and elements including public groping, nudity including bare breasts and bare chested male, sex scene inside a sex club with implied gay and threesome sex. Nudity includes bare breasts and bare-chested male.

     





Edit"
tt8697870,tt10103552,V,"Fist fights, some blood and gun violence with attempted suicide.

     





Edit"
tt8697870,tt10103552,D,"Drunk man.

     





Edit"
tt1492179,tt2241914,S,"A woman swims topless. She gets out of the pool and we see her breasts as she walks towards a man and partially covers up.

     





Edit"
tt3749900,tt5668360,S,"Edward and his new girlfriend Isabella kiss passionately in several scenes.

     





Edit"
tt3749900,tt5668360,S,"Gordon kisses Lee in a dream.

     





Edit"
tt3749900,tt5668360,V,"Mad Hatter and his goons beat up a man at the morgue.

     





Edit"
tt3749900,tt5668360,V,"Mad Hatter hangs his dead sister upside down and drains her of her blood.

     





Edit"
tt3749900,tt5668360,V,"Barnes pins Hatter to the ground and beats him savagely while Hatter laughs.

     





Edit"
tt3749900,tt5668360,V,"In a hallucination, Gordon is shot by Bruce. Then Bruce comes forward and pulls a string of pearls out of Gordon's wound before pushing him off of a balcony.

     





Edit"
tt3749900,tt5668360,V,"Gordon suffers from memories of war in his hallucination.

     





Edit"
tt3749900,tt5668360,V,"Barnes becomes more violent in the episode and beats a man senseless while interrogating him.

     





Edit"
tt3749900,tt5668360,P,"""Screw you"" is said.

     





Edit"
tt3749900,tt5668360,P,"""Damn"" is used.

     





Edit"
tt3749900,tt5668360,D,"Gordon is a struggling alcoholic who brings liquor to his ex-girlfriend in the hospital when she asks him to.

     





Edit"
tt3749900,tt5668360,D,"Mad Hatter uses a hallucinogenic drug to put Gordon into a nightmarish mental state.

     





Edit"
tt3749900,tt5668360,D,"Barbara is seen holding a martini. She looks at Gordon and says, ""You look like you could use a drink.""

     





Edit"
tt3749900,tt5668360,D,"Mad Hatter blows a hallucinogenic drug into an alchemist's face.

     





Edit"
tt3749900,tt5668360,D,"Mad Hatter tries to force people to drink contaminated wine.

     





Edit"
tt3749900,tt5668360,I,"The first stage of Gordon's nightmares is very disturbing. Bruce wears a mask that resembles Gordon's face and taunts him, telling him he has failed to do any good.

     





Edit"
tt3749900,tt5668360,I,"In his nightmare, Gordon looks over a balcony and sees a pile of everyone he has ever killed.

     





Edit"
tt0096697,tt0768556,S,"Mild kissing

     





Edit"
tt0096697,tt0768556,V,"Homer gets attacked viciously by attack dogs in training. He also cuts an old womans hand.

     





Edit"
tt0096697,tt0768556,P,"Homer said Dammit once.

     





Edit"
tt0096697,tt0768556,P,"None

     





Edit"
tt0096697,tt0768556,D,"None

     





Edit"
tt0096697,tt0768556,I,"None

     





Edit"
tt7456722,tt15431906,V,"There is a fistfight between several women and men, one of them women pulls out a gun and shoots a man in the head; no blood is shown. She then shoots a second in the chest and blood is shown splattering for a split-second before the camera cuts away.

     





Edit"
tt7456722,tt15431906,V,"A man is stabbed in the back of the neck with a blade that exits from his throat, he collapses and blood flows from the wound off a balcony. The lighting makes this difficult to see.

     





Edit"
tt7456722,tt15431906,V,"Three people fight in a sauna and are brutally beaten and nearly drowned, until one takes a pipe full of steam and shoves it into a man's face, causing him to scream and die. Very intense but the steam covers most of the violence.

     





Edit"
tt7456722,tt15431906,V,"A man is shot in the throat with a pistol, he is shown grasping his neck before the camera cuts away but no blood is seen.

     





Edit"
tt7456722,tt15431906,V,"A woman gets stabbed in the stomach with a switchblade, she dies instantly as blood flows through her shirt.

     





Edit"
tt7456722,tt15431906,D,"A man sniffs cocaine in a bathroom stall, this is quick.

     





Edit"
tt1836037,tt6213902,S,"None

     





Edit"
tt1836037,tt6213902,P,"Mild language

     





Edit"
tt1836037,tt6213902,I,"The court escape scene is intense.

     





Edit"
tt1836037,tt6213902,I,"The final standoff is intense.

     





Edit"
tt3032476,tt5719534,S,"A man in underwear in an entire scene.

     





Edit"
tt3032476,tt5719534,I,"Rated TV-14 for language and drug content.

     





Edit"
tt3839822,tt6590564,S,"None.

     





Edit"
tt2861424,tt29371876,I,"The whole episode was about fear, a very psychological episode.

     





Edit"
tt2861424,tt29371876,I,"The intro can be scary.

     





Edit"
tt0412142,tt0994241,S,"Foreman tells House, speaking of the patient, ""He has acute scrotum."" House says, ""Adorable, please. Much more dignified. Come on, how am I not supposed to make that joke? The best thing about big honkin' gonads well, one of the best thingsis that ... Hopefully the needles have grown as fast as his sac ...""
Later, when doing tests, Cameron says ""These are the only infections that cause swollen testicles."" Later Chase says ""I know he has an infection, but what if it didn't directly cause the scrotum issue? What if it just caused the thing that caused the scrotum issue?""
Cuddy asks House to weigh in a debate, and he says ""Wilson's right, Foreman's wrong, your shirt is way too revealing for the office.""
There is a porcelain statuette of a mermaid whose hair falls over her chest. It's revealing.
A man tries to sell House a cane that's ""genuine bull penis stretched over a metal rod.""
House tells one of the patients that he'll die before he gets the chance to ""take off a girl's bra.""
Wilson asks House how many hours he has to spend with a person before they're basically family. House says ""Good point, but first I have to tell Chase and Cameron that they're violating God's will,"" implying sex.

     





Edit"
tt0412142,tt0994241,V,"Doctors perform open-heart surgery on a boy. There is a good deal of blood and the heart is visible, pumping.
A kid begins bleeding from his ear at a steady drip.
Foreman takes bone marrow from one patient, and there is a fair amount of blood.

     





Edit"
tt0412142,tt0994241,P,"House says ""b****in'"" several times.

     





Edit"
tt0412142,tt0994241,D,"House tells one of the patients that he'll die before he gets the chance to drink a beer.

     





Edit"
tt0412142,tt0994241,I,"Foreman asks one of the patients whether he'd be willing to risk his life for his brother. He says yes, and then Foreman takes his bone marrow without sedating him. The kid screams and asks Foreman to stop, but Foreman continues.

     





Edit"
tt1190634,tt10666364,S,"Man with breastfeeding fetish finds breast milk in a refrigerator and consumes it in an erotic fashion.

     





Edit"
tt1190634,tt10666364,V,"Black Noir violently kills a handful of terrorists by slicing their necks open and impaling them with swords. In once scene he rips a man's head open from the jaw.

     





Edit"
tt1190634,tt10666364,V,"A supe attempts to kill Black Noir by blowing him up. Black Noir survives but is covered in severe burns. His left half of his body is very charred

     





Edit"
tt1190634,tt10666364,V,"A man with special powers lets another man chop his arm off for money. The blade is shown hitting the arm until it comes off bloodily.

     





Edit"
tt1190634,tt10666364,V,"In a flashback, a baby's laser eyes sever the limbs of people he looks at.

     





Edit"
tt1190634,tt10666364,V,"A closeup of a bloody severed head is shown.

     





Edit"
tt1190634,tt10666364,V,"A woman's organs are shown spilling out.

     





Edit"
tt1190634,tt10666364,V,"A closeup of a bone is shown on a broken arm.

     





Edit"
tt1190634,tt10666364,P,"Pervasive use of ""fuck"" and ""cunt""

     





Edit"
tt1954347,tt2262689,S,"Two women show up to a man's door wearing dresses that are short and reveal cleavage. The camera pans down their body as if the man is checking them out. Another scene shows a man in woman presumably after sex. They are both covered with blankets, the mans chest can be seen and the woman's shoulders.

     





Edit"
tt7083006,tt10642466,I,"A couple of intense poisoning scenes.

     





Edit"
tt6226232,tt9547998,S,"Sexy photo of waman. Reference to lack of sex.

     





Edit"
tt6226232,tt9547998,D,"Drinking.

     





Edit"
tt10857164,tt11860740,V,"There is a giant hammer that swings wildly, destroying things.

     





Edit"
tt1582457,tt1990833,S,"A man and woman are having sex when his sister walks in the room.

     





Edit"
tt0182576,tt2040797,S,"The whole topic is about sex slaves, even though it's based on the film Taken.

     





Edit"
tt0182576,tt2040797,S,"Stewie is doing an exercise on the floor, then he says ""There's semen on the floor.""

     





Edit"
tt0182576,tt2040797,V,"Most items have been moved to the spoilers section, because they contain context that reveals a lot of plot.

     





Edit"
tt0182576,tt2040797,V,"There isn't alot blood and violence in this episode.

     





Edit"
tt0182576,tt2040797,V,"A sex slaver runs away from Stewie and Brian. Then, gets ran over by a truck.

     





Edit"
tt0182576,tt2040797,P,"A car calls Brian a ""dick.""

     





Edit"
tt0182576,tt2040797,I,"185 - ""Leggo My Meg-O"" - TV-14-DLSV.

     





Edit"
tt0182576,tt2040797,I,"Nothing frightening.

     





Edit"
tt1486217,tt1849255,S,"A woman breastfeeds her newborn baby, no nudity can be seen.

     





Edit"
tt1486217,tt1849255,V,"A man is hit in the head with a gun.

     





Edit"
tt1486217,tt1849255,V,"A man is shot in both his arms on two separate occasions, some blood is seen.

     





Edit"
tt1486217,tt1849255,V,"Four men are violently shot and killed by a pregnant lady and a bartender. This is very bloody and graphic.

     





Edit"
tt1486217,tt1849255,P,"A singular use of 'fuck'.

     





Edit"
tt1486217,tt1849255,D,"Plenty of alcohol consumption throughout.

     





Edit"
tt1486217,tt1849255,I,"An intermittently dark and violent episode.

     





Edit"
tt0437741,tt1733961,S,"A bit of breast exposure.

     





Edit"
tt8417308,tt10468148,S,"Anne presents herself naked to Henry, we see her breasts.

     





Edit"
tt0364845,tt0658031,S,"Breast shown

     





Edit"
tt0364845,tt0658031,V,"Ducky is pierced in the neck and is strapped to a table to be drained of blood. Blood is seen running through the tube and out

     





Edit"
tt0364845,tt0658031,V,"A man slits his own throat. Blood is everywhere. It's one of the most graphic scenes in the show

     





Edit"
tt4574334,tt11171978,V,"Victor gouges out his eyes, but it does not show it (blood is seen splattering on his pants), then the screen automatically goes back to victor telling his back story.

     





Edit"
tt4574334,tt11171978,P,"1 use of ass, sucks, swear to god, screw, jerk and Jesus 2 uses of boobs, oh my god, bastard and goddamn 28 uses of shit 1 used as shitty 7 uses of hell

     





Edit"
tt4574334,tt11171978,I,"One of the most intense episodes of the entire show.

     





Edit"
tt2085059,tt5710984,S,"None.

     





Edit"
tt2085059,tt5710984,V,"Various graphic scenes that include people being shot and a woman trying to take off a devise from her thigh.

     





Edit"
tt2085059,tt5710984,V,"A man is shot point blank in the head by the 'Dog'. Very gory and shocking.

     





Edit"
tt2085059,tt5710984,V,"Another man is shot in the head whilst fleeing in a van. We see the shot and the large blood splatter across the windshield.

     





Edit"
tt2085059,tt5710984,V,"The bodies of two people are found in their home. They have (presumably) committed suicide using a shotgun; there is a huge blood splatter up the walls and the corpses have decayed - very disturbing.

     





Edit"
tt2085059,tt5710984,I,"Characters pursued the entire episode by a psychopathic hunter killer robot.

     





Edit"
tt8111088,tt13052876,V,"Various bloodless action scenes, in which there are explosions and shooting.

     





Edit"
tt8111088,tt13052876,P,"'Hell' is said throughout the episode.

     





Edit"
tt4786824,tt12696294,P,"Mild cursing by President Yeltsin

     





Edit"
tt4786824,tt12696294,D,"English soldiers smoke cigarettes. Various characters drink alcohol.

     





Edit"
tt1405406,tt1498685,S,"Season 1 Episode 4: A couple is shown making out on the bed, there is moaning but then they stop. Another girl is shown taking her dress off and it seen fully from the front and behind in lace lingerie, her buttocks can be seen through and coming out of her panties, the couple then begins to make out. A man is seen shirtless later. A couple makes out in another scene.

     





Edit"
tt1405406,tt1498685,V,"A woman is shown with bite marks. A vampire bites a girl because she is no longer useful to him.

     





Edit"
tt10795658,tt13015952,S,"3 minutes into the show, a scene of a man and woman making out intensely at a bar; time stamp (02:45 - 03:10)

     





Edit"
tt10795658,tt13015952,V,"People get killed by laser ( no gore is show )

     





Edit"
tt5194792,tt11106046,S,"Manx strips one of his adult male victims down to his underwear in order to steal his clothes.

     





Edit"
tt14016500,tt14120874,P,"6 f-words spoken; one is muttered and is hard to hear.

     





Edit"
tt14016500,tt14120874,D,"Teens are smoking pot and drinking beer. An adult smokes.

     





Edit"
tt2017109,tt3908126,S,"A woman comes on to a man, undoes his pants and reaches down the front of his pants. No nudity is shown.

     





Edit"
tt2017109,tt3908126,V,"There are several hand to hand fights shown. In one a man is killed.

     





Edit"
tt2017109,tt3908126,V,"There is an extended fight scene between two main characters - knifes, hand to hand, and guns are used.

     





Edit"
tt2017109,tt3908126,V,"An man is killed with a shotgun. It is particularly gruesome.

     





Edit"
tt2017109,tt3908126,P,"Of course there is lots of profanity, it's Banshee

     





Edit"
tt2017109,tt3908126,D,"characters are shown drinking whiskey and beer

     





Edit"
tt13720112,tt13729790,S,"We see Sisi's breasts when Franz bangs her, and then when arises from bed.

     





Edit"
tt13720112,tt13729790,D,"Sisi and Leontine smoke cigarettes in the woods.

     





Edit"
tt2788432,tt4277096,V,"The crime scene where the police found Nicole Brown Simpson and Ron Goldman's bodies are shown. They are both covered in lots of blood and have extremely severe stab wounds. There is blood all over the ground and some of it seeps through the cracks of the tiles on the ground. Nicole is practically decapitated.

     





Edit"
tt2788432,tt4277096,D,"A man takes anti-depressent pills frequently.

     





Edit"
tt1520211,tt1628064,S,"There is a graphic sex scene at the beginning of the episode between two main characters. The scene does not contain nudity.

     





Edit"
tt1520211,tt1628064,S,"A man calls a woman some rude names and makes sexual references.

     





Edit"
tt1520211,tt1628064,V,"Zombies are shot and ripped apart with limbs shown being chopped off (lots of blood).

     





Edit"
tt1520211,tt1628064,V,"A man bashes a zombie's face with a shovel.

     





Edit"
tt1520211,tt1628064,V,"A man is limping through a side street shooting zombies in the head.

     





Edit"
tt1520211,tt1628064,V,"A zombie gets hit in the head with a baseball bat. He is hit repeatedly as he lies on the floor, with blood spilling from his wound. Other zombies are hit and we hear the gruesome sound effects very plainly.

     





Edit"
tt1520211,tt1628064,V,"A zombie is shot through the forehead by a man with a rifle.

     





Edit"
tt1520211,tt1628064,V,"A man sits on another man, kicking and punching him repeatedly.

     





Edit"
tt1520211,tt1628064,V,"A zombie with blood covering his face his eating a bloodied and mutilated rat.

     





Edit"
tt1520211,tt1628064,V,"A group of men chop a dead zombie into little pieces and smear blood and organs on themselves to smell like the dead.

     





Edit"
tt1520211,tt1628064,V,"A man smashes a zombie's head in two with an axe.

     





Edit"
tt1520211,tt1628064,V,"One zombie is run over by a van.

     





Edit"
tt1520211,tt1628064,P,"9 uses of hell

     





Edit"
tt1520211,tt1628064,P,"2 uses of ""bi*ch""

     





Edit"
tt1520211,tt1628064,P,"7 uses of a*shole, a*s, or jacka*s

     





Edit"
tt1520211,tt1628064,P,"5 uses of ""damn""

     





Edit"
tt1520211,tt1628064,P,"6 instances of ""God"" or ""Jesus""

     





Edit"
tt1520211,tt1628064,P,"3 uses of the n-word

     





Edit"
tt1520211,tt1628064,P,"1 use of sh*t

     





Edit"
tt1520211,tt1628064,P,"A man sticks his middle finger up to another man

     





Edit"
tt1520211,tt1628064,D,"None

     





Edit"
tt1520211,tt1628064,I,"There is a scary scene where two men walk through a crowd of zombies and then subsequently get chased by said zombies.

     





Edit"
tt1520211,tt1628064,I,"There are several intense scenes throughout the episode.

     





Edit"
tt1520211,tt1628064,I,"The scene where the survivors leave the mean racist man tied to a pole on the roof may be disturbing.

     





Edit"
tt6226232,tt8681138,S,"A boy and a girl casually plan to make out.

     





Edit"
tt6226232,tt8681138,V,"Flipping over a game board in frustration.

     





Edit"
tt6226232,tt8681138,D,"Beer

     





Edit"
tt2306299,tt3358056,V,"A man is shot through the hand with a arrow. A man is graphicly crucified.

     





Edit"
tt6517102,tt11867668,S,"Two characters are seen together and the male character's chest is briefly seen.

     





Edit"
tt0437741,tt3226072,S,"woman wearing a swimsuit.

     





Edit"
tt0437741,tt3226072,D,"Champagne.

     





Edit"
tt0096697,tt11168734,S,"Frink and another woman close the door and make out.

     





Edit"
tt19785210,tt26215650,S,"Dean and female professor are shown having loud sex on a table in his office. She is seen in a bra and he is wearing just a shirt but without any explicit nudity. They are overheard by a woman outside the office closed door. Later, it is implied sex was a political move to save the woman's job.

     





Edit"
tt19785210,tt26215650,S,"Someone talks about sex in every episode but not usually seen on screen.

     





Edit"
tt5171438,tt14074222,V,"Sword fights. Bloodless killings.

     





Edit"
tt5171438,tt14074222,I,"Knife held to throat.

     





Edit"
tt2575988,tt3682586,P,"22 f-words.

     





Edit"
tt4406178,tt8892480,S,"Two gay lovers lunch together at a men's club. One tells the other he loves him.

     





Edit"
tt4406178,tt8892480,S,"A woman tells a man she accepts his proposal of marriage and they kiss.

     





Edit"
tt0206512,tt1272824,V,"Squidward's toenail is ripped off

     





Edit"
tt0206512,tt1272824,V,"Home to the grossest shot in the whole series, where Squidward's toenail is ripped out and the imagery is even worse than it sounds.

     





Edit"
tt0206512,tt1272824,I,"Viewers may find Squidward's toenail ripped off a disturbing and graphic image.

     





Edit"
tt0206512,tt1272824,I,"For those wondering, the infamous graphic toenail scene is in House Fancy.

     





Edit"
tt0108778,tt0583560,S,"Joey is trying to get a new room-mate and ""narrows it down"" to a pretty girl. He says the only way to get a final decision is if she says the first think that pops into her head when he says certain words. The last word Joey says is ""doggie"" but she says ""kitten"". This is pretty strong for Friends to reference doggie style

     





Edit"
tt0286486,tt0699509,S,"A few mild sexual references.

     





Edit"
tt0286486,tt0699509,V,"A man is briefly choked with a towel. No harm done.

     





Edit"
tt0286486,tt0699509,V,"A prisoner is shanked offscreen, we see him lying on the floor in a pool of blood choking on his last breaths.

     





Edit"
tt0286486,tt0699509,P,"God's name is repeatedly abused.

     





Edit"
tt0286486,tt0699509,P,"A song played in the background contains an F word.

     





Edit"
tt0286486,tt0699509,D,"Heroin is seen throughout the episode. It is being dealt to kids, in schools and on the streets.

     





Edit"
tt0286486,tt0699509,D,"Alcohol is consumed by minors and adults. Cigarettes are smoked.

     





Edit"
tt0121955,tt4849024,S,"In the puppet show Jeff buts on, Mexican Joker is seen raping a woman as revenge.

     





Edit"
tt0121955,tt4849024,I,"-The episode focuses on little kids being taken from their families in ICE raids, but the way it's done is more comical than extremely serious, but still.

     





Edit"
tt2183404,tt2226054,S,"A guy's clothes are implied pulled down by another man and where his butt crack is, there are coffee grounds covering the area. There are references to being naked and raped as well as a reference to a man taking a woman's clothes off. There is a reference to diddling twice.

     





Edit"
tt2183404,tt2226054,V,"There is a reference each to strangling, shooting from the hip, half-cocked, buckshot and death needle. There are also references to a gun a few times, killing, being dead and rape.

     





Edit"
tt2183404,tt2226054,P,"There are some milder profanities throughout but no F-Bombs.

     





Edit"
tt2183404,tt2226054,D,"A guy comes home with a pack of beer. There is also a reference each to being high on mushrooms and being an alcoholic.

     





Edit"
tt2467372,tt6882958,I,"Prison

     





Edit"
tt6317068,tt14067592,S,"It is mentioned that Sheril would take off her underwear to every man she saw.

     





Edit"
tt6317068,tt14067592,D,"Alcohol is mentioned.

     





Edit"
tt0182576,tt1606931,V,"When Meg is chasing Chris after he steals her diary, they accidentally cause Stewie to fall down the stairs, giving a massive head injury and an open skull fracture which is seen for almost the whole episode with crawling maggots and visible brain seen in later parts (might be disgusting to some viewers).

     





Edit"
tt0182576,tt1606931,P,"4 F-words, and mild language such as God, Hell, damn and crap.

     





Edit"
