Show Name,Season,Href
salem,season three,https://tvseriesfinale.com/tv-show/salem-season-three-ratings/
sally4ever,season one,https://tvseriesfinale.com/tv-show/sally4ever-season-one-ratings/
salvation 2017,season one,https://tvseriesfinale.com/tv-show/salvation-2017-season-one-ratings/
salvation,season two,https://tvseriesfinale.com/tv-show/salvation-season-two-ratings/
saturday night live weekend update summer edition,season one,https://tvseriesfinale.com/tv-show/saturday-night-live-weekend-update-summer-edition-season-one-ratings/
scandal,season six,https://tvseriesfinale.com/tv-show/scandal-season-six-ratings/
scandal,season seven,https://tvseriesfinale.com/tv-show/scandal-season-seven-ratings/
scenes from a marriage,season one,https://tvseriesfinale.com/tv-show/scenes-from-a-marriage-season-one-ratings/
schitts creek,season four,https://tvseriesfinale.com/tv-show/schitts-creek-season-four-ratings/
schitts creek,season five,https://tvseriesfinale.com/tv-show/schitts-creek-season-five-ratings/
schitts creek,season six,https://tvseriesfinale.com/tv-show/schitts-creek-season-six-ratings/
schooled,season one,https://tvseriesfinale.com/tv-show/schooled-season-one-ratings/
schooled,season two,https://tvseriesfinale.com/tv-show/schooled-season-two-ratings/
scorpion,season three,https://tvseriesfinale.com/tv-show/scorpion-season-three-ratings/
scorpion,season four,https://tvseriesfinale.com/tv-show/scorpion-season-four-ratings/
seal team,season one,https://tvseriesfinale.com/tv-show/seal-team-season-one-ratings/
seal team,season two,https://tvseriesfinale.com/tv-show/seal-team-season-two-ratings/
seal team,season three,https://tvseriesfinale.com/tv-show/seal-team-season-three-ratings/
seal team,season four,https://tvseriesfinale.com/tv-show/seal-team-season-four-ratings/
seal team,season five,https://tvseriesfinale.com/tv-show/seal-team-season-five-ratings/
search party,season two,https://tvseriesfinale.com/tv-show/search-party-season-two-ratings/
secret celebrity renovation,season one,https://tvseriesfinale.com/tv-show/secret-celebrity-renovation-season-one-ratings/
secret celebrity renovation,season two,https://tvseriesfinale.com/tv-show/secret-celebrity-renovation-season-two-ratings/
secret celebrity renovation,season three,https://tvseriesfinale.com/tv-show/secret-celebrity-renovation-season-three-ratings/
secrets lies,season two,https://tvseriesfinale.com/tv-show/secrets-lies-season-two-ratings/
the serpent queen,season one,https://tvseriesfinale.com/tv-show/the-serpent-queen-season-one-ratings/
shades of blue,season two,https://tvseriesfinale.com/tv-show/shades-of-blue-season-two-ratings/
shades of blue,season three,https://tvseriesfinale.com/tv-show/shades-of-blue-season-three-ratings/
shadowhunters,season two,https://tvseriesfinale.com/tv-show/shadowhunters-season-two-ratings/
shadowhunters,season three,https://tvseriesfinale.com/tv-show/shadowhunters-season-three-ratings/
shameless,season eight,https://tvseriesfinale.com/tv-show/shameless-season-eight-ratings/
shameless,season nine,https://tvseriesfinale.com/tv-show/shameless-season-nine-ratings/
shameless,season 10,https://tvseriesfinale.com/tv-show/shameless-season-10-ratings/
shameless,season 11,https://tvseriesfinale.com/tv-show/shameless-season-11-ratings/
shannara chronicles,season two,https://tvseriesfinale.com/tv-show/shannara-chronicles-season-two-ratings/
sharp objects,season one,https://tvseriesfinale.com/tv-show/sharp-objects-season-one-ratings/
shark tank,season eight,https://tvseriesfinale.com/tv-show/shark-tank-season-eight-ratings/
shark tank,season eight,https://tvseriesfinale.com/tv-show/shark-tank-season-eight-ratings/
shark tank,season nine,https://tvseriesfinale.com/tv-show/shark-tank-season-nine-ratings/
shark tank,season 10,https://tvseriesfinale.com/tv-show/shark-tank-season-10-ratings/
shark tank,season 11,https://tvseriesfinale.com/tv-show/shark-tank-season-11-ratings/
shark tank,season 12,https://tvseriesfinale.com/tv-show/shark-tank-season-12-ratings/
shark tank,season 13,https://tvseriesfinale.com/tv-show/shark-tank-season-13-ratings/
shark tank,season 14,https://tvseriesfinale.com/tv-show/shark-tank-season-14-ratings/
shark tank,season 15,https://tvseriesfinale.com/tv-show/shark-tank-season-15-ratings/
shining vale,season one,https://tvseriesfinale.com/tv-show/shining-vale-season-one-ratings/%27
shining vale,season two,https://tvseriesfinale.com/tv-show/shining-vale-season-two-ratings/
shooter,season two,https://tvseriesfinale.com/tv-show/shooter-season-two-ratings/
shooter,season three,https://tvseriesfinale.com/tv-show/shooter-season-three-ratings/
showtime at the apollo,season one,https://tvseriesfinale.com/tv-show/showtime-at-the-apollo-season-one-ratings/
sight unseen,season one,https://tvseriesfinale.com/tv-show/sight-unseen-season-one-ratings/
silicon valley,season four,https://tvseriesfinale.com/tv-show/silicon-valley-season-four-ratings/
silicon valley,season five,https://tvseriesfinale.com/tv-show/silicon-valley-season-five-ratings/
silicon valley,season six,https://tvseriesfinale.com/tv-show/silicon-valley-season-six-ratings/
the simpsons,season 29,https://tvseriesfinale.com/tv-show/the-simpsons-season-29-ratings/
the simpsons,season 30,https://tvseriesfinale.com/tv-show/the-simpsons-season-30-ratings/
the simpsons,season 31,https://tvseriesfinale.com/tv-show/the-simpsons-season-31-ratings/
the simpsons,season 32,https://tvseriesfinale.com/tv-show/the-simpsons-season-32-ratings/
the simpsons,season 33,https://tvseriesfinale.com/tv-show/the-simpsons-season-33-ratings/
the simpsons,season 34,https://tvseriesfinale.com/tv-show/the-simpsons-season-34-ratings/
the simpsons,season 35,https://tvseriesfinale.com/tv-show/the-simpsons-season-35-ratings/
single drunk female,season one,https://tvseriesfinale.com/tv-show/single-drunk-female-season-one-ratings/
single drunk female,season two,https://tvseriesfinale.com/tv-show/single-drunk-female-season-two-ratings/
single parents,season two,https://tvseriesfinale.com/tv-show/single-parents-season-two-ratings/
sinner,season one,https://tvseriesfinale.com/tv-show/sinner-season-one-ratings/
sinner,season two,https://tvseriesfinale.com/tv-show/sinner-season-two-ratings/
the sinner,season three,https://tvseriesfinale.com/tv-show/the-sinner-season-three-ratings/
the sinner,season four,https://tvseriesfinale.com/tv-show/the-sinner-season-four-ratings/
siren,season one,https://tvseriesfinale.com/tv-show/siren-season-one-ratings/
siren,season two,https://tvseriesfinale.com/tv-show/siren-season-two-ratings/
siren,season three,https://tvseriesfinale.com/tv-show/siren-season-three-ratings/
six tv show history,season one,https://tvseriesfinale.com/tv-show/six-tv-show-history-season-one-ratings/
six,season two,https://tvseriesfinale.com/tv-show/six-season-two-ratings/
small fortune,season one,https://tvseriesfinale.com/tv-show/small-fortune-season-one-ratings/
smilf,season one,https://tvseriesfinale.com/tv-show/smilf-season-one-ratings/
smilf,season two,https://tvseriesfinale.com/tv-show/smilf-season-two-ratings/
snake oil,season one,https://tvseriesfinale.com/tv-show/snake-oil-season-one-ratings/
snowfall,season one,https://tvseriesfinale.com/tv-show/snowfall-season-one-ratings/
snowfall,season two,https://tvseriesfinale.com/tv-show/snowfall-season-two-ratings/
snowfall,season three,https://tvseriesfinale.com/tv-show/snowfall-season-three-ratings/
snowfall,season four,https://tvseriesfinale.com/tv-show/snowfall-season-four-ratings/
snowfall,season five,https://tvseriesfinale.com/tv-show/snowfall-season-five-ratings/
snowfall,season six,https://tvseriesfinale.com/tv-show/snowfall-season-six-ratings/
snowpiercer,season one,https://tvseriesfinale.com/tv-show/snowpiercer-season-one-ratings/
snowpiercer,season two,https://tvseriesfinale.com/tv-show/snowpiercer-season-two-ratings/
snowpiercer,season three,https://tvseriesfinale.com/tv-show/snowpiercer-season-three-ratings/
so help me todd,season one,https://tvseriesfinale.com/tv-show/so-help-me-todd-season-one-ratings/
so help me todd,season two,https://tvseriesfinale.com/tv-show/so-help-me-todd-season-two-ratings/
think can dance,season 13,https://tvseriesfinale.com/tv-show/think-can-dance-season-13-ratings/
think can dance,season 14,https://tvseriesfinale.com/tv-show/think-can-dance-season-14-ratings/
so you think you can dance,season 15,https://tvseriesfinale.com/tv-show/so-you-think-you-can-dance-season-15-ratings/
so you think you can dance,season 16,https://tvseriesfinale.com/tv-show/so-you-think-you-can-dance-season-16-ratings/
so you think you can dance,season 17,https://tvseriesfinale.com/tv-show/so-you-think-you-can-dance-season-17-ratings/
so you think you can dance,season 18,https://tvseriesfinale.com/tv-show/so-you-think-you-can-dance-season-18-ratings/
somebody somewhere,season one,https://tvseriesfinale.com/tv-show/somebody-somewhere-season-one-ratings/
somebody somewhere,season two,https://tvseriesfinale.com/tv-show/somebody-somewhere-season-two-ratings/
somewhere between,season one,https://tvseriesfinale.com/tv-show/somewhere-between-season-one-ratings/
the son,season one,https://tvseriesfinale.com/tv-show/the-son-season-one-ratings/
the son,season two,https://tvseriesfinale.com/tv-show/the-son-season-two-ratings/
son of a critch,season one,https://tvseriesfinale.com/tv-show/son-of-a-critch-season-one-ratings/
son of a critch,season two,https://tvseriesfinale.com/tv-show/son-of-a-critch-season-two-ratings/
son of a critch,season three,https://tvseriesfinale.com/tv-show/son-of-a-critch-season-three-ratings/
songland,season one,https://tvseriesfinale.com/tv-show/songland-season-one-ratings/
songland,season two,https://tvseriesfinale.com/tv-show/songland-season-two-ratings/
soul of a nation,season one,https://tvseriesfinale.com/tv-show/soul-of-a-nation-season-one-ratings/
soulmates,season one,https://tvseriesfinale.com/tv-show/soulmates-season-one-ratings/
south park,season 21,https://tvseriesfinale.com/tv-show/south-park-season-21-ratings/
south park,season 22,https://tvseriesfinale.com/tv-show/south-park-season-22-ratings/
south park,season 23,https://tvseriesfinale.com/tv-show/south-park-season-23-ratings/
south park,season 25,https://tvseriesfinale.com/tv-show/south-park-season-25-ratings/
south park,season 26,https://tvseriesfinale.com/tv-show/south-park-season-26-ratings/
the spanish princess,season one,https://tvseriesfinale.com/tv-show/the-spanish-princess-season-one-ratings/
spartan ultimate team challenge,season two,https://tvseriesfinale.com/tv-show/spartan-ultimate-team-challenge-season-two-ratings/
special forces worlds toughest test,season one,https://tvseriesfinale.com/tv-show/special-forces-worlds-toughest-test-season-one-ratings/
special forces worlds toughest test,season two,https://tvseriesfinale.com/tv-show/special-forces-worlds-toughest-test-season-two-ratings/
speechless,season one,https://tvseriesfinale.com/tv-show/speechless-season-one-ratings/
speechless,season two,https://tvseriesfinale.com/tv-show/speechless-season-two-ratings/
the spencer sisters,season one,https://tvseriesfinale.com/tv-show/the-spencer-sisters-season-one-ratings/
spin the wheel,season one,https://tvseriesfinale.com/tv-show/spin-the-wheel-season-one-ratings/
splitting together,season one,https://tvseriesfinale.com/tv-show/splitting-together-season-one-ratings/
splitting up together,season two,https://tvseriesfinale.com/tv-show/splitting-up-together-season-two-ratings/
stan against evil,season two,https://tvseriesfinale.com/tv-show/stan-against-evil-season-two-ratings/
stan against evil,season three,https://tvseriesfinale.com/tv-show/stan-against-evil-season-three-ratings/
star,season two,https://tvseriesfinale.com/tv-show/star-season-two-ratings/
star fox tv show,season three,https://tvseriesfinale.com/tv-show/star-fox-tv-show-season-three-ratings/
star falls,season one,https://tvseriesfinale.com/tv-show/star-falls-season-one-ratings/
stars on mars,season one,https://tvseriesfinale.com/tv-show/stars-on-mars-season-one-ratings/
station 19,season one,https://tvseriesfinale.com/tv-show/station-19-season-one-ratings/
station 19,season two,https://tvseriesfinale.com/tv-show/station-19-season-two-ratings/
station 19,season three,https://tvseriesfinale.com/tv-show/station-19-season-three-ratings/
station 19,season four,https://tvseriesfinale.com/tv-show/station-19-season-four-ratings/
station 19,season five,https://tvseriesfinale.com/tv-show/station-19-season-five-ratings/
station 19,season six,https://tvseriesfinale.com/tv-show/station-19-season-six-ratings/
station 19,season seven,https://tvseriesfinale.com/tv-show/station-19-season-seven-ratings/
steve harveys funderdome,season one,https://tvseriesfinale.com/tv-show/steve-harveys-funderdome-season-one-ratings/
still star crossed,season one,https://tvseriesfinale.com/tv-show/still-star-crossed-season-one-ratings/
still king,season one,https://tvseriesfinale.com/tv-show/still-king-season-one-ratings/
still the king,season two,https://tvseriesfinale.com/tv-show/still-the-king-season-two-ratings/
stitchers,season three,https://tvseriesfinale.com/tv-show/stitchers-season-three-ratings/
strain,season three,https://tvseriesfinale.com/tv-show/strain-season-three-ratings/
the strain,season four,https://tvseriesfinale.com/tv-show/the-strain-season-four-ratings/
strike back,season six,https://tvseriesfinale.com/tv-show/strike-back-season-six-ratings/
strike back,season seven,https://tvseriesfinale.com/tv-show/strike-back-season-seven-ratings/
strike back,season eight,https://tvseriesfinale.com/tv-show/strike-back-season-eight-ratings/
stumptown,season one,https://tvseriesfinale.com/tv-show/stumptown-season-one-ratings/
succession,season one,https://tvseriesfinale.com/tv-show/succession-season-one-ratings/
succession,season two,https://tvseriesfinale.com/tv-show/succession-season-two-ratings/
succession,season three,https://tvseriesfinale.com/tv-show/succession-season-three-ratings/
succession,season four,https://tvseriesfinale.com/tv-show/succession-season-four-ratings/
suits,season seven,https://tvseriesfinale.com/tv-show/suits-season-seven-ratings/
suits,season eight,https://tvseriesfinale.com/tv-show/suits-season-eight-ratings/
suits,season nine,https://tvseriesfinale.com/tv-show/suits-season-nine-ratings/
sullivans crossing,season one,https://tvseriesfinale.com/tv-show/sullivans-crossing-season-one-ratings/
sun records,season one,https://tvseriesfinale.com/tv-show/sun-records-season-one-ratings/
sunday night megyn kelly,season one,https://tvseriesfinale.com/tv-show/sunday-night-megyn-kelly-season-one-ratings/
sunnyside,season one,https://tvseriesfinale.com/tv-show/sunnyside-season-one-ratings/
superfan,season one,https://tvseriesfinale.com/tv-show/superfan-season-one-ratings/
supergirl,season three,https://tvseriesfinale.com/tv-show/supergirl-season-three-ratings/
supergirl,season four,https://tvseriesfinale.com/tv-show/supergirl-season-four-ratings/
supergirl,season five,https://tvseriesfinale.com/tv-show/supergirl-season-five-ratings/
supergirl,season six,https://tvseriesfinale.com/tv-show/supergirl-season-six-ratings/
superhuman,season one,https://tvseriesfinale.com/tv-show/superhuman-season-one-ratings/
superman lois,season one,https://tvseriesfinale.com/tv-show/superman-lois-season-one-ratings/
superman lois,season two,https://tvseriesfinale.com/tv-show/superman-lois-season-two-ratings/
superman lois,season three,https://tvseriesfinale.com/tv-show/superman-lois-season-three-ratings/
supermarket sweep,season one,https://tvseriesfinale.com/tv-show/supermarket-sweep-season-one-ratings/
supermarket sweep,season two,https://tvseriesfinale.com/tv-show/supermarket-sweep-season-two-ratings/
supernatural,season 12,https://tvseriesfinale.com/tv-show/supernatural-season-12-ratings/
supernatural,season 13,https://tvseriesfinale.com/tv-show/supernatural-season-13-ratings/
supernatural,season 14,https://tvseriesfinale.com/tv-show/supernatural-season-14-ratings/
supernatural,season 15,https://tvseriesfinale.com/tv-show/supernatural-season-15-ratings/
superstar,season one,https://tvseriesfinale.com/tv-show/superstar-season-one-ratings/
superstition,season one,https://tvseriesfinale.com/tv-show/superstition-season-one-ratings/
superstore,season three,https://tvseriesfinale.com/tv-show/superstore-season-three-ratings/
superstore,season four,https://tvseriesfinale.com/tv-show/superstore-season-four-ratings/
superstore,season five,https://tvseriesfinale.com/tv-show/superstore-season-five-ratings/
superstore,season six,https://tvseriesfinale.com/tv-show/superstore-season-six-ratings/
surrealestate,season one,https://tvseriesfinale.com/tv-show/surrealestate-season-one-ratings/
survivor,season 41,https://tvseriesfinale.com/tv-show/survivor-season-41-ratings/
survivor,season 42,https://tvseriesfinale.com/tv-show/survivor-season-42-ratings/
survivor,season 43,https://tvseriesfinale.com/tv-show/survivor-season-43-ratings/
survivor,season 44,https://tvseriesfinale.com/tv-show/survivor-season-44-ratings/
survivor,season 45,https://tvseriesfinale.com/tv-show/survivor-season-45-ratings/
survivors remorse,season three,https://tvseriesfinale.com/tv-show/survivors-remorse-season-three-ratings/
survivors remorse,season four,https://tvseriesfinale.com/tv-show/survivors-remorse-season-four-ratings/
swamp thing,season one,https://tvseriesfinale.com/tv-show/swamp-thing-season-one-ratings/
swat,season one,https://tvseriesfinale.com/tv-show/swat-season-one-ratings/
swat,season two,https://tvseriesfinale.com/tv-show/swat-season-two-ratings/
swat,season three,https://tvseriesfinale.com/tv-show/swat-season-three-ratings/
swat,season four,https://tvseriesfinale.com/tv-show/swat-season-four-ratings/
swat,season five,https://tvseriesfinale.com/tv-show/swat-season-five-ratings/
swat,season six,https://tvseriesfinale.com/tv-show/swat-season-six-ratings/
sweetbitter,season one,https://tvseriesfinale.com/tv-show/sweetbitter-season-one-ratings/
switched at birth freeform,season five,https://tvseriesfinale.com/tv-show/switched-at-birth-freeform-season-five-ratings/
sydney to the max,season one,https://tvseriesfinale.com/tv-show/sydney-to-the-max-season-one-ratings/
taboo,season one,https://tvseriesfinale.com/tv-show/taboo-season-one-ratings/
tacoma fd,season one,https://tvseriesfinale.com/tv-show/tacoma-fd-season-one-ratings/
tacoma fd,season two,https://tvseriesfinale.com/tv-show/tacoma-fd-season-two-ratings/
tacoma fd,season three,https://tvseriesfinale.com/tv-show/tacoma-fd-season-three-ratings/
tacoma fd,season four,https://tvseriesfinale.com/tv-show/tacoma-fd-season-four-ratings/
take two,season one,https://tvseriesfinale.com/tv-show/take-two-season-one-ratings/
taken,season one,https://tvseriesfinale.com/tv-show/taken-season-one-ratings/
taken,season two,https://tvseriesfinale.com/tv-show/taken-season-two-ratings/
tales of the walking dead,season one,https://tvseriesfinale.com/tv-show/tales-of-the-walking-dead-season-one-ratings/
taskmaster,season one,https://tvseriesfinale.com/tv-show/taskmaster-season-one-ratings/
teachers,season two,https://tvseriesfinale.com/tv-show/teachers-season-two-ratings/
teachers,season three,https://tvseriesfinale.com/tv-show/teachers-season-three-ratings/
tell me a story,season one,https://tvseriesfinale.com/tv-show/tell-me-a-story-season-one-ratings/
tell me a story,season two,https://tvseriesfinale.com/tv-show/tell-me-a-story-season-two-ratings/
ten days valley,season one,https://tvseriesfinale.com/tv-show/ten-days-valley-season-one-ratings/
terror,season one,https://tvseriesfinale.com/tv-show/terror-season-one-ratings/
the terror,season two,https://tvseriesfinale.com/tv-show/the-terror-season-two-ratings/
thats my jam,season one,https://tvseriesfinale.com/tv-show/thats-my-jam-season-one-ratings/
thats my jam,season two,https://tvseriesfinale.com/tv-show/thats-my-jam-season-two-ratings/
the thing about pam,season one,https://tvseriesfinale.com/tv-show/the-thing-about-pam-season-one-ratings/
the third day,season one,https://tvseriesfinale.com/tv-show/the-third-day-season-one-ratings/
this is us,season two,https://tvseriesfinale.com/tv-show/this-is-us-season-two-ratings/
this is us,season three,https://tvseriesfinale.com/tv-show/this-is-us-season-three-ratings/
this is us,season four,https://tvseriesfinale.com/tv-show/this-is-us-season-four-ratings/
this is us,season five,https://tvseriesfinale.com/tv-show/this-is-us-season-five-ratings/
this is us,season six,https://tvseriesfinale.com/tv-show/this-is-us-season-six-ratings/
those who cant,season three,https://tvseriesfinale.com/tv-show/those-who-cant-season-three-ratings/
time time,season one,https://tvseriesfinale.com/tv-show/time-time-season-one-ratings/
the time travelers wife,season one,https://tvseriesfinale.com/tv-show/the-time-travelers-wife-season-one-ratings/
timeless,season one,https://tvseriesfinale.com/tv-show/timeless-season-one-ratings/
timeless,season two,https://tvseriesfinale.com/tv-show/timeless-season-two-ratings/
the titan games,season one,https://tvseriesfinale.com/tv-show/the-titan-games-season-one-ratings/
the titan games,season two,https://tvseriesfinale.com/tv-show/the-titan-games-season-two-ratings/
tko total knock out,season one,https://tvseriesfinale.com/tv-show/tko-total-knock-out-season-one-ratings/
tmz investigates,season one,https://tvseriesfinale.com/tv-show/tmz-investigates-season-one-ratings/
to tell the truth tv show abc,season two,https://tvseriesfinale.com/tv-show/to-tell-the-truth-tv-show-abc-season-two-ratings/
to tell the truth,season three,https://tvseriesfinale.com/tv-show/to-tell-the-truth-season-three-ratings/
to tell the truth,season four,https://tvseriesfinale.com/tv-show/to-tell-the-truth-season-four-ratings/
to tell the truth,season five,https://tvseriesfinale.com/tv-show/to-tell-the-truth-season-five-ratings/
to tell the truth,season six,https://tvseriesfinale.com/tv-show/to-tell-the-truth-season-six-ratings/
tom swift,season one,https://tvseriesfinale.com/tv-show/tom-swift-season-one-ratings/
tommy,season one,https://tvseriesfinale.com/tv-show/tommy-season-one-ratings/
totally funny animals,season one,https://tvseriesfinale.com/tv-show/totally-funny-animals-season-one-ratings/
totally funny kids,season one,https://tvseriesfinale.com/tv-show/totally-funny-kids-season-one-ratings/
totally weird and funny,season one,https://tvseriesfinale.com/tv-show/totally-weird-and-funny-season-one-ratings/
tough as nails,season one,https://tvseriesfinale.com/tv-show/tough-as-nails-season-one-ratings/
tough as nails,season two,https://tvseriesfinale.com/tv-show/tough-as-nails-season-two-ratings/
tough as nails,season three,https://tvseriesfinale.com/tv-show/tough-as-nails-season-three-ratings/
tough as nails,season four,https://tvseriesfinale.com/tv-show/tough-as-nails-season-four-ratings/
tough as nails,season five,https://tvseriesfinale.com/tv-show/tough-as-nails-season-five-ratings/
toy box,season one,https://tvseriesfinale.com/tv-show/toy-box-season-one-ratings/
toy box,season two,https://tvseriesfinale.com/tv-show/toy-box-season-two-ratings/
tracey ullmans show,season two,https://tvseriesfinale.com/tv-show/tracey-ullmans-show-season-two-ratings/
transplant,season one,https://tvseriesfinale.com/tv-show/transplant-season-one-ratings/
transplant,season two,https://tvseriesfinale.com/tv-show/transplant-season-two-ratings/
transplant,season three,https://tvseriesfinale.com/tv-show/transplant-season-three-ratings/
treadstone,season one,https://tvseriesfinale.com/tv-show/treadstone-season-one-ratings/
trial error,season one,https://tvseriesfinale.com/tv-show/trial-error-season-one-ratings/
trial error,season two,https://tvseriesfinale.com/tv-show/trial-error-season-two-ratings/
trickster,season one,https://tvseriesfinale.com/tv-show/trickster-season-one-ratings/
true detective,season three,https://tvseriesfinale.com/tv-show/true-detective-season-three-ratings/
true detective,season four,https://tvseriesfinale.com/tv-show/true-detective-season-four-ratings/
true lies,season one,https://tvseriesfinale.com/tv-show/true-lies-season-one-ratings/
trust,season one,https://tvseriesfinale.com/tv-show/trust-season-one-ratings/
too close to home tlc tv show,season two,https://tvseriesfinale.com/tv-show/too-close-to-home-tlc-tv-show-season-two-ratings/
turn washingtons spies,season four,https://tvseriesfinale.com/tv-show/turn-washingtons-spies-season-four-ratings/
twenties,season one,https://tvseriesfinale.com/tv-show/twenties-season-one-ratings/
twenties,season two,https://tvseriesfinale.com/tv-show/twenties-season-two-ratings/
twin peaks,season three,https://tvseriesfinale.com/tv-show/twin-peaks-season-three-ratings/
two sentence horror stories,season one,https://tvseriesfinale.com/tv-show/two-sentence-horror-stories-season-one-ratings/
two sentence horror stories,season two,https://tvseriesfinale.com/tv-show/two-sentence-horror-stories-season-two-ratings/
two sentence horror stories,season three,https://tvseriesfinale.com/tv-show/two-sentence-horror-stories-season-three-ratings/
tyler perrys assisted living,season one,https://tvseriesfinale.com/tv-show/tyler-perrys-assisted-living-season-one-ratings/
tyler perrys assisted living,season two,https://tvseriesfinale.com/tv-show/tyler-perrys-assisted-living-season-two-ratings/
tyler perrys assisted living,season three,https://tvseriesfinale.com/tv-show/tyler-perrys-assisted-living-season-three-ratings/
tyler perrys assisted living,season four,https://tvseriesfinale.com/tv-show/tyler-perrys-assisted-living-season-four-ratings/
tyler perrys house of payne,season seven,https://tvseriesfinale.com/tv-show/tyler-perrys-house-of-payne-season-seven-ratings/
tyler perrys house of payne,season eight,https://tvseriesfinale.com/tv-show/tyler-perrys-house-of-payne-season-eight-ratings/
tyler perrys house of payne,season nine,https://tvseriesfinale.com/tv-show/tyler-perrys-house-of-payne-season-nine-ratings/
tyler perrys house of payne,season 10,https://tvseriesfinale.com/tv-show/tyler-perrys-house-of-payne-season-10-ratings/
the oval,season one,https://tvseriesfinale.com/tv-show/the-oval-season-one-ratings/
the oval,season two,https://tvseriesfinale.com/tv-show/the-oval-season-two-ratings/
tyler perrys the oval,season three,https://tvseriesfinale.com/tv-show/tyler-perrys-the-oval-season-three-ratings/
tyler perrys the oval,season four,https://tvseriesfinale.com/tv-show/tyler-perrys-the-oval-season-four-ratings/
tyler perrys the oval,season five,https://tvseriesfinale.com/tv-show/tyler-perrys-the-oval-season-five-ratings/
sistas,season one,https://tvseriesfinale.com/tv-show/sistas-season-one-ratings/
tyler perrys sistas,season two,https://tvseriesfinale.com/tv-show/tyler-perrys-sistas-season-two-ratings/
tyler perrys sistas,season three,https://tvseriesfinale.com/tv-show/tyler-perrys-sistas-season-three-ratings/
tyler perrys sistas,season four,https://tvseriesfinale.com/tv-show/tyler-perrys-sistas-season-four-ratings/
tyler perrys sistas,season five,https://tvseriesfinale.com/tv-show/tyler-perrys-sistas-season-five-ratings/
tyler perrys sistas,season six,https://tvseriesfinale.com/tv-show/tyler-perrys-sistas-season-six-ratings/
tyler perrys sistas,season seven,https://tvseriesfinale.com/tv-show/tyler-perrys-sistas-season-seven-ratings/
the ultimate surfer,season one,https://tvseriesfinale.com/tv-show/the-ultimate-surfer-season-one-ratings/
ultimate tag,season one,https://tvseriesfinale.com/tv-show/ultimate-tag-season-one-ratings/
undercover boss,season nine,https://tvseriesfinale.com/tv-show/undercover-boss-season-nine-ratings/
undercover boss,season 10,https://tvseriesfinale.com/tv-show/undercover-boss-season-10-ratings/
undercover boss,season 11,https://tvseriesfinale.com/tv-show/undercover-boss-season-11-ratings/
undercover boss celebrity edition,season one,https://tvseriesfinale.com/tv-show/undercover-boss-celebrity-edition-season-one-ratings/
underground,season two,https://tvseriesfinale.com/tv-show/underground-season-two-ratings/
the undoing,season one,https://tvseriesfinale.com/tv-show/the-undoing-season-one-ratings/
the unicorn,season one,https://tvseriesfinale.com/tv-show/the-unicorn-season-one-ratings/
the unicorn,season two,https://tvseriesfinale.com/tv-show/the-unicorn-season-two-ratings/
united states of al,season one,https://tvseriesfinale.com/tv-show/united-states-of-al-season-one-ratings/
united we fall,season one,https://tvseriesfinale.com/tv-show/united-we-fall-season-one-ratings/
unreal,season three,https://tvseriesfinale.com/tv-show/unreal-season-three-ratings/
unsolved,season one,https://tvseriesfinale.com/tv-show/unsolved-season-one-ratings/
van helsing,season two,https://tvseriesfinale.com/tv-show/van-helsing-season-two-ratings/
van helsing,season three,https://tvseriesfinale.com/tv-show/van-helsing-season-three-ratings/
van helsing,season four,https://tvseriesfinale.com/tv-show/van-helsing-season-four-ratings/
van helsing,season five,https://tvseriesfinale.com/tv-show/van-helsing-season-five-ratings/
veep,season six,https://tvseriesfinale.com/tv-show/veep-season-six-ratings/
veep,season seven,https://tvseriesfinale.com/tv-show/veep-season-seven-ratings/
vice principals,season two,https://tvseriesfinale.com/tv-show/vice-principals-season-two-ratings/
vida,season one,https://tvseriesfinale.com/tv-show/vida-season-one-ratings/
vida,season two,https://tvseriesfinale.com/tv-show/vida-season-two-ratings/
vida,season three,https://tvseriesfinale.com/tv-show/vida-season-three-ratings/
videos after dark,season one,https://tvseriesfinale.com/tv-show/videos-after-dark-season-one-ratings/
vikings,season five,https://tvseriesfinale.com/tv-show/vikings-season-five-ratings/
vikings,season six,https://tvseriesfinale.com/tv-show/vikings-season-six-ratings/
the village,season one,https://tvseriesfinale.com/tv-show/the-village-season-one-ratings/
vinyl,season one,https://tvseriesfinale.com/tv-show/vinyl-season-one-ratings/
voice,season 14,https://tvseriesfinale.com/tv-show/voice-season-14-ratings/
voice,season 16,https://tvseriesfinale.com/tv-show/voice-season-16-ratings/
the voice,season 18,https://tvseriesfinale.com/tv-show/the-voice-season-18-ratings/
the voice,season 19,https://tvseriesfinale.com/tv-show/the-voice-season-19-ratings/
the voice,season 20,https://tvseriesfinale.com/tv-show/the-voice-season-20-ratings/
the voice,season 21,https://tvseriesfinale.com/tv-show/the-voice-season-21-ratings/
the voice,season 23,https://tvseriesfinale.com/tv-show/the-voice-season-23-ratings/
the voice,season 24,https://tvseriesfinale.com/tv-show/the-voice-season-24-ratings/
the voice,season 25,https://tvseriesfinale.com/tv-show/the-voice-season-25-ratings/
waco,season one,https://tvseriesfinale.com/tv-show/waco-season-one-ratings/
walker,season one,https://tvseriesfinale.com/tv-show/walker-season-one-ratings/
walker,season two,https://tvseriesfinale.com/tv-show/walker-season-two-ratings/
walker,season three,https://tvseriesfinale.com/tv-show/walker-season-three-ratings/
