county_fips,state_po,x,n,y,population_group
48385,TX,2022,2699,-16,tiny
48387,TX,2022,8272,2,tiny
48389,TX,2022,9786,-29,tiny
48391,TX,2022,5004,46,tiny
48393,TX,2022,688,1,tiny
48395,TX,2022,12920,44,small
48397,TX,2022,91530,2834,medium
48399,TX,2022,7842,22,tiny
48401,TX,2022,36086,142,small
48403,TX,2022,6782,63,tiny
48405,TX,2022,5279,17,tiny
48407,TX,2022,18639,334,small
48409,TX,2022,53274,-57,medium
48411,TX,2022,4111,-2,tiny
48413,TX,2022,1883,-11,tiny
48415,TX,2022,12492,-47,small
48417,TX,2022,2497,5,tiny
48419,TX,2022,18245,-12,small
48421,TX,2022,2079,4,tiny
48423,TX,2022,180965,602,large
48425,TX,2022,7184,54,tiny
48427,TX,2022,55680,-103,medium
48429,TX,2022,6118,-10,tiny
48431,TX,2022,1101,-1,tiny
48433,TX,2022,1006,0,tiny
48435,TX,2022,2902,11,tiny
48437,TX,2022,4893,20,tiny
48439,TX,2022,1683034,7083,enormous
48441,TX,2022,105456,-28,large
48443,TX,2022,526,0,tiny
48445,TX,2022,9105,-22,tiny
48447,TX,2022,1028,0,tiny
48449,TX,2022,25949,-50,small
48451,TX,2022,89276,-266,medium
48453,TX,2022,951872,-22268,very large
48455,TX,2022,9672,84,tiny
48457,TX,2022,13038,80,small
48459,TX,2022,30280,164,small
48461,TX,2022,2639,-1,tiny
48463,TX,2022,20632,-43,small
48465,TX,2022,41216,60,small
48467,TX,2022,41959,617,small
48469,TX,2022,71339,-241,medium
48471,TX,2022,37604,14,small
48473,TX,2022,40599,1140,small
48475,TX,2022,9342,-50,tiny
48477,TX,2022,27487,202,small
48479,TX,2022,233757,-1121,large
48481,TX,2022,34727,103,small
48483,TX,2022,3713,-3,tiny
48485,TX,2022,88798,-15,medium
48487,TX,2022,9205,-22,tiny
48489,TX,2022,13760,-23,small
48491,TX,2022,525990,13527,very large
48493,TX,2022,42088,457,small
48495,TX,2022,6147,-17,tiny
48497,TX,2022,56532,928,medium
48499,TX,2022,33074,277,small
48501,TX,2022,7368,-6,tiny
48503,TX,2022,13371,-28,small
48505,TX,2022,10516,7,small
48507,TX,2022,8038,-22,tiny
55001,WI,2022,14524,147,small
55003,WI,2022,11970,-76,small
55005,WI,2022,38556,29,small
55007,WI,2022,12600,95,small
55009,WI,2022,225149,-98,large
55011,WI,2022,11079,68,small
55013,WI,2022,12517,259,small
55015,WI,2022,45539,-112,small
55017,WI,2022,54802,207,medium
55019,WI,2022,31031,-25,small
55021,WI,2022,48232,401,small
55023,WI,2022,12834,11,small
55025,WI,2022,447905,-1779,large
55027,WI,2022,68760,206,medium
55029,WI,2022,24919,129,small
55031,WI,2022,32720,89,small
55033,WI,2022,33704,-33,small
55035,WI,2022,79606,-129,medium
55037,WI,2022,3459,4,tiny
55039,WI,2022,84565,131,medium
55041,WI,2022,6937,29,tiny
55043,WI,2022,39443,-97,small
55045,WI,2022,31774,134,small
55047,WI,2022,15405,58,small
55049,WI,2022,20104,36,small
55051,WI,2022,4600,22,tiny
55053,WI,2022,15156,24,small
55055,WI,2022,67631,293,medium
55057,WI,2022,20193,75,small
55059,WI,2022,132663,711,large
55061,WI,2022,17186,30,small
55063,WI,2022,92746,-171,medium
55065,WI,2022,14677,38,small
55067,WI,2022,15301,52,small
55069,WI,2022,22444,57,small
55071,WI,2022,65526,171,medium
55073,WI,2022,119194,-55,large
55075,WI,2022,31789,47,small
55077,WI,2022,12516,66,small
55078,WI,2022,3380,-13,tiny
55079,WI,2022,684059,-4109,very large
55081,WI,2022,37276,-44,small
55083,WI,2022,32265,308,small
55085,WI,2022,30833,200,small
55087,WI,2022,161926,162,large
55089,WI,2022,79233,754,medium
55091,WI,2022,6181,-7,tiny
55093,WI,2022,32128,117,small
55095,WI,2022,37026,316,small
55097,WI,2022,55814,-57,medium
55099,WI,2022,11095,44,small
55101,WI,2022,157455,431,large
55103,WI,2022,13701,20,small
55105,WI,2022,132066,451,large
55107,WI,2022,11128,21,small
55109,WI,2022,80905,713,medium
55111,WI,2022,54922,165,medium
55113,WI,2022,13224,72,small
55115,WI,2022,33118,49,small
55117,WI,2022,98878,138,medium
55119,WI,2022,16738,-8,small
55121,WI,2022,24958,-24,small
55123,WI,2022,24774,22,small
55125,WI,2022,17865,137,small
55127,WI,2022,80699,617,medium
55129,WI,2022,13174,50,small
55131,WI,2022,120470,809,large
55133,WI,2022,359573,2816,large
55135,WI,2022,40989,56,small
55137,WI,2022,18702,118,small
55139,WI,2022,134791,-65,large
55141,WI,2022,60776,-1,medium
12001,FL,2023,178589,-836,large
12003,FL,2023,20646,239,small
12005,FL,2023,119096,-2061,large
12007,FL,2023,17221,104,small
12009,FL,2023,481473,5659,large
12011,FL,2023,1509993,-3800,enormous
12013,FL,2023,7897,-30,tiny
12015,FL,2023,139284,2593,large
12017,FL,2023,108584,1466,large
12019,FL,2023,180068,1452,large
12021,FL,2023,313430,5550,large
12023,FL,2023,47785,478,small
12027,FL,2023,22464,117,small
12029,FL,2023,8668,-15,tiny
12031,FL,2023,740210,3172,very large
12033,FL,2023,228312,26,large
12035,FL,2023,92822,1441,medium
12037,FL,2023,7117,-16,tiny
12039,FL,2023,30442,50,small
12041,FL,2023,11771,105,small
12043,FL,2023,6820,-4,tiny
12045,FL,2023,8679,35,tiny
12047,FL,2023,7628,4,tiny
12049,FL,2023,17838,24,small
12051,FL,2023,28587,270,small
12053,FL,2023,145055,2571,large
12055,FL,2023,69675,580,medium
12057,FL,2023,1151928,10392,enormous
12059,FL,2023,11258,-4,small
12061,FL,2023,126114,1741,large
12063,FL,2023,28557,-104,small
12065,FL,2023,9395,51,tiny
12067,FL,2023,4448,-29,tiny
12069,FL,2023,302160,5891,large
12071,FL,2023,606152,10030,very large
12073,FL,2023,193904,-296,large
12075,FL,2023,28627,443,small
12077,FL,2023,4230,25,tiny
12079,FL,2023,11558,16,small
12081,FL,2023,316627,4290,large
12083,FL,2023,275503,4201,large
12085,FL,2023,121977,1203,large
12086,FL,2023,2111278,-16537,enormous
12087,FL,2023,57893,-594,medium
12089,FL,2023,76942,1221,medium
12091,FL,2023,169647,-127,large
12093,FL,2023,26285,311,small
12095,FL,2023,1103725,-5970,enormous
12097,FL,2023,329642,4327,large
12099,FL,2023,1169131,7769,enormous
12101,FL,2023,435519,10803,large
12103,FL,2023,702949,4596,very large
12105,FL,2023,566370,13390,very large
12107,FL,2023,48999,360,small
12109,FL,2023,252310,6719,large
12111,FL,2023,256594,7114,large
12113,FL,2023,149605,883,large
12115,FL,2023,330579,7045,large
12117,FL,2023,368101,1036,large
12119,FL,2023,109936,572,large
12121,FL,2023,28998,227,small
12123,FL,2023,13138,-56,small
12125,FL,2023,8479,63,tiny
12127,FL,2023,413891,6145,large
12129,FL,2023,24134,396,small
12131,FL,2023,60039,614,medium
12133,FL,2023,16294,90,small
13001,GA,2023,12452,-7,small
13003,GA,2023,5101,3,tiny
13005,GA,2023,7098,-8,tiny
13007,GA,2023,1632,-72,tiny
13009,GA,2023,25462,20,small
13011,GA,2023,12420,157,small
13013,GA,2023,65534,1392,medium
13015,GA,2023,79023,884,medium
13017,GA,2023,10265,-10,small
13019,GA,2023,11749,19,small
13021,GA,2023,98537,20,medium
13023,GA,2023,8116,2,tiny
13025,GA,2023,12024,46,small
13027,GA,2023,9432,-22,tiny
13029,GA,2023,35276,630,small
13031,GA,2023,46107,162,small
13033,GA,2023,15694,5,small
13035,GA,2023,16024,380,small
13037,GA,2023,2810,-23,tiny
13039,GA,2023,39042,118,small
13043,GA,2023,7014,-5,tiny
13045,GA,2023,80893,982,medium
13047,GA,2023,48079,202,small
13049,GA,2023,6188,73,tiny
13051,GA,2023,186045,-425,large
13053,GA,2023,4086,-148,tiny
13055,GA,2023,15934,3,small
13057,GA,2023,219744,3712,large
13059,GA,2023,67223,-520,medium
13061,GA,2023,1741,-16,tiny
13063,GA,2023,189019,1347,large
13065,GA,2023,4251,-27,tiny
13067,GA,2023,547013,-230,very large
13069,GA,2023,26607,-48,small
13071,GA,2023,29327,219,small
13073,GA,2023,129933,1056,large
13075,GA,2023,10770,18,small
13077,GA,2023,112106,1562,large
13079,GA,2023,8144,83,tiny
13081,GA,2023,12516,108,small
13083,GA,2023,10320,-9,small
13085,GA,2023,19681,520,small
13087,GA,2023,17408,13,small
13089,GA,2023,502045,-4733,very large
13091,GA,2023,11991,-10,small
13093,GA,2023,5267,-36,tiny
13095,GA,2023,49070,-436,small
13097,GA,2023,101398,1333,large
13099,GA,2023,6486,17,tiny
13101,GA,2023,2361,22,tiny
13103,GA,2023,52830,688,medium
13105,GA,2023,13129,76,small
13107,GA,2023,14678,-32,small
13109,GA,2023,6991,-2,tiny
13111,GA,2023,18418,147,small
13113,GA,2023,95062,933,medium
13115,GA,2023,67933,253,medium
13117,GA,2023,235218,2333,large
13119,GA,2023,16024,102,small
13121,GA,2023,753269,1796,very large
13123,GA,2023,22588,135,small
13125,GA,2023,1874,-8,tiny
13127,GA,2023,59851,-73,medium
13129,GA,2023,40712,246,small
13131,GA,2023,15607,-190,small
13133,GA,2023,14265,306,small
13135,GA,2023,732321,4778,very large
13137,GA,2023,32482,171,small
13139,GA,2023,159118,1983,large
13141,GA,2023,4440,8,tiny
13143,GA,2023,21082,227,small
13145,GA,2023,26990,714,small
13147,GA,2023,18014,127,small
13149,GA,2023,7223,63,tiny
13151,GA,2023,177079,4749,large
13153,GA,2023,121017,933,large
13155,GA,2023,5758,15,tiny
13157,GA,2023,61822,1688,medium
13159,GA,2023,10282,338,small
13161,GA,2023,9355,39,tiny
13163,GA,2023,10672,4,small
13165,GA,2023,4643,36,tiny
13167,GA,2023,5024,-25,tiny
13169,GA,2023,20076,77,small
13171,GA,2023,12216,186,small
13173,GA,2023,5893,-28,tiny
13175,GA,2023,34074,-91,small
13177,GA,2023,24122,264,small
13179,GA,2023,40192,128,small
13181,GA,2023,5486,52,tiny
13183,GA,2023,11859,83,small
13185,GA,2023,76005,409,medium
13187,GA,2023,21125,183,small
13189,GA,2023,15374,-33,small
13191,GA,2023,7067,31,tiny
13193,GA,2023,6413,-6,tiny
13195,GA,2023,22342,379,small
13197,GA,2023,4492,-11,tiny
13199,GA,2023,12965,210,small
13201,GA,2023,3636,-25,tiny
13205,GA,2023,12791,-100,small
13207,GA,2023,19888,363,small
13209,GA,2023,4984,40,tiny
13211,GA,2023,15425,295,small
13213,GA,2023,27367,-10,small
13215,GA,2023,125338,-47,large
13217,GA,2023,79212,1412,medium
13219,GA,2023,37957,368,small
13221,GA,2023,10397,183,small
13223,GA,2023,133991,2666,large
13225,GA,2023,17163,26,small
13227,GA,2023,25524,410,small
13229,GA,2023,13551,3,small
13231,GA,2023,14579,322,small
13233,GA,2023,29270,249,small
13235,GA,2023,5089,3,tiny
13237,GA,2023,15115,304,small
13239,GA,2023,1252,-10,tiny
13241,GA,2023,12197,159,small
13243,GA,2023,3717,30,tiny
13245,GA,2023,124222,-384,large
13247,GA,2023,59175,754,medium
13249,GA,2023,3358,-30,tiny
13251,GA,2023,8957,16,tiny
13253,GA,2023,4752,5,tiny
13255,GA,2023,44882,656,small
13257,GA,2023,18264,36,small
13259,GA,2023,2137,-37,tiny
13261,GA,2023,17370,-4,small
13263,GA,2023,3510,28,tiny
13265,GA,2023,888,-7,tiny
13267,GA,2023,13440,-57,small
13269,GA,2023,5189,-32,tiny
13271,GA,2023,5887,-27,tiny
13273,GA,2023,5469,23,tiny
13275,GA,2023,30747,-10,small
13277,GA,2023,28070,78,small
13279,GA,2023,17492,-81,small
13281,GA,2023,8838,25,tiny
13283,GA,2023,4086,8,tiny
13285,GA,2023,45732,-36,small
13287,GA,2023,5514,26,tiny
13289,GA,2023,5166,-18,tiny
13291,GA,2023,18970,183,small
13293,GA,2023,17870,125,small
13295,GA,2023,44217,81,small
13297,GA,2023,74818,1895,medium
13299,GA,2023,22602,-10,small
13301,GA,2023,3295,7,tiny
13303,GA,2023,12822,14,small
13305,GA,2023,19095,-22,small
13307,GA,2023,1451,-17,tiny
13309,GA,2023,3190,-6,tiny
13311,GA,2023,20425,150,small
13313,GA,2023,76463,18,medium
13315,GA,2023,4222,-24,tiny
13317,GA,2023,6296,3,tiny
13319,GA,2023,5746,-41,tiny
13321,GA,2023,12689,-119,small
19001,IA,2023,5813,-9,tiny
19003,IA,2023,2964,-8,tiny
19005,IA,2023,11797,-18,small
19007,IA,2023,9278,-28,tiny
19009,IA,2023,4432,10,tiny
19011,IA,2023,20938,121,small
19013,IA,2023,96977,-319,medium
19015,IA,2023,21650,-21,small
19017,IA,2023,21146,-34,small
19019,IA,2023,18798,61,small
19021,IA,2023,16971,-90,small
19023,IA,2023,12065,-15,small
19025,IA,2023,7569,-5,tiny
19027,IA,2023,17805,0,small
19029,IA,2023,9984,25,tiny
19031,IA,2023,15407,77,small
19033,IA,2023,32284,11,small
19035,IA,2023,9458,34,tiny
19037,IA,2023,10096,-50,small
19039,IA,2023,7257,-18,tiny
19041,IA,2023,12914,11,small
19043,IA,2023,14700,62,small
19045,IA,2023,35883,95,small
19047,IA,2023,13801,-12,small
19049,IA,2023,96438,917,medium
19051,IA,2023,8637,-1,tiny
19053,IA,2023,5223,-5,tiny
19055,IA,2023,15216,58,small
19057,IA,2023,29982,-199,small
19059,IA,2023,14623,40,small
19061,IA,2023,81316,-290,medium
19063,IA,2023,6906,-31,tiny
19065,IA,2023,14791,-30,small
19067,IA,2023,13012,-43,small
19069,IA,2023,7321,3,tiny
19071,IA,2023,5245,35,tiny
19073,IA,2023,6858,-45,tiny
19075,IA,2023,10452,52,small
19077,IA,2023,8755,4,tiny
19079,IA,2023,11816,-12,small
19081,IA,2023,8666,-27,tiny
19083,IA,2023,13244,10,small
19085,IA,2023,11673,88,small
19087,IA,2023,14984,-7,small
19089,IA,2023,8080,-30,tiny
19091,IA,2023,7813,-4,tiny
19093,IA,2023,5726,-18,tiny
19095,IA,2023,14447,18,small
19097,IA,2023,16319,-15,small
19099,IA,2023,29602,109,small
19101,IA,2023,11193,-32,small
19103,IA,2023,113199,-665,large
19105,IA,2023,15753,63,small
19107,IA,2023,7754,-10,tiny
19109,IA,2023,12528,-67,small
19111,IA,2023,25170,-92,small
19113,IA,2023,187664,-145,large
19115,IA,2023,8590,0,tiny
19117,IA,2023,7339,4,tiny
19119,IA,2023,11429,-5,small
19121,IA,2023,14076,131,small
19123,IA,2023,17173,-29,small
19125,IA,2023,27773,-15,small
19127,IA,2023,32161,-148,small
19129,IA,2023,11865,85,small
19131,IA,2023,8981,48,tiny
19133,IA,2023,6835,-18,tiny
19135,IA,2023,6000,36,tiny
19137,IA,2023,7550,-17,tiny
19139,IA,2023,35391,-38,small
19141,IA,2023,11577,-10,small
19143,IA,2023,4884,-7,tiny
19145,IA,2023,10474,48,small
19147,IA,2023,7022,46,tiny
19149,IA,2023,22129,38,small
19151,IA,2023,5397,8,tiny
19153,IA,2023,413642,-1193,large
19155,IA,2023,71854,58,medium
19157,IA,2023,13669,58,small
19159,IA,2023,3636,3,tiny
19161,IA,2023,8255,3,tiny
19163,IA,2023,139084,-42,large
19165,IA,2023,9826,15,tiny
19167,IA,2023,31805,-8,small
19169,IA,2023,61509,-75,medium
19171,IA,2023,13843,-25,small
19173,IA,2023,4660,-35,tiny
19175,IA,2023,9156,6,tiny
19177,IA,2023,5848,39,tiny
19179,IA,2023,25472,-123,small
19181,IA,2023,46323,406,small
19183,IA,2023,19158,14,small
19185,IA,2023,5910,-24,tiny
19187,IA,2023,26095,-24,small
19189,IA,2023,8209,-16,tiny
19191,IA,2023,16097,15,small
19193,IA,2023,81491,-81,medium
19195,IA,2023,6003,-11,tiny
19197,IA,2023,9912,-62,tiny
23001,ME,2023,82436,156,medium
23003,ME,2023,47934,1,small
23005,ME,2023,244938,1069,large
23007,ME,2023,20570,-24,small
23009,ME,2023,42003,25,small
23011,ME,2023,93999,579,medium
23013,ME,2023,30789,-31,small
23015,ME,2023,27418,206,small
23017,ME,2023,41968,513,small
23019,ME,2023,108968,19,large
23021,ME,2023,11515,-62,small
23023,ME,2023,29147,118,small
23025,ME,2023,35993,-35,small
23027,ME,2023,29896,21,small
23029,ME,2023,22121,40,small
23031,ME,2023,172153,1840,large
26001,MI,2023,7350,85,tiny
26003,MI,2023,6445,2,tiny
26005,MI,2023,103445,424,large
26007,MI,2023,21973,29,small
26009,MI,2023,17847,52,small
26011,MI,2023,11250,58,small
26013,MI,2023,5427,-13,tiny
26015,MI,2023,52161,363,medium
26017,MI,2023,81391,-172,medium
26019,MI,2023,14280,77,small
26021,MI,2023,117386,559,large
26023,MI,2023,32827,-34,small
26025,MI,2023,99282,216,medium
26027,MI,2023,39337,143,small
26029,MI,2023,21325,58,small
26031,MI,2023,19475,203,small
26033,MI,2023,25256,-21,small
26035,MI,2023,22308,212,small
26037,MI,2023,66621,-57,medium
26039,MI,2023,9662,40,tiny
26041,MI,2023,28204,60,small
26043,MI,2023,20394,-69,small
26045,MI,2023,85927,194,medium
26047,MI,2023,27828,67,small
26049,MI,2023,298623,864,large
26051,MI,2023,18483,186,small
26053,MI,2023,10032,-22,small
26055,MI,2023,78768,249,medium
26057,MI,2023,27833,-54,small
26059,MI,2023,35213,76,small
26061,MI,2023,27607,-93,small
26063,MI,2023,25754,77,small
26065,MI,2023,192953,-330,large
26067,MI,2023,49215,242,small
26069,MI,2023,18133,82,small
26071,MI,2023,8653,-6,tiny
26073,MI,2023,42440,18,small
26075,MI,2023,116981,228,large
26077,MI,2023,202390,-334,large
26079,MI,2023,13788,11,small
26081,MI,2023,545643,-1634,very large
26083,MI,2023,1654,8,tiny
26085,MI,2023,7034,12,tiny
26087,MI,2023,71253,349,medium
26089,MI,2023,18748,58,small
26091,MI,2023,76664,252,medium
26093,MI,2023,169013,787,large
26095,MI,2023,3954,5,tiny
26097,MI,2023,8483,-9,tiny
26099,MI,2023,719853,-451,very large
26101,MI,2023,18236,68,small
26103,MI,2023,48869,30,small
26105,MI,2023,23597,69,small
26107,MI,2023,27837,106,small
26109,MI,2023,17275,-46,small
26111,MI,2023,67608,-12,medium
26113,MI,2023,11977,25,small
26115,MI,2023,124373,1100,large
26117,MI,2023,48294,251,small
26119,MI,2023,6743,83,tiny
26121,MI,2023,133250,322,large
26123,MI,2023,38772,252,small
26125,MI,2023,1037106,-3919,enormous
26127,MI,2023,21154,108,small
26129,MI,2023,15005,174,small
26131,MI,2023,3907,9,tiny
26133,MI,2023,17463,32,small
26135,MI,2023,6325,22,tiny
26137,MI,2023,20319,111,small
26139,MI,2023,254173,609,large
26141,MI,2023,10043,56,small
26143,MI,2023,16390,219,small
26145,MI,2023,140961,460,large
26147,MI,2023,128715,470,large
26149,MI,2023,48719,52,small
26151,MI,2023,32705,169,small
26153,MI,2023,6231,-47,tiny
26155,MI,2023,52770,204,medium
26157,MI,2023,41859,131,small
26159,MI,2023,58403,293,medium
26161,MI,2023,265930,-1861,large
26163,MI,2023,1266291,-297,enormous
26165,MI,2023,26385,124,small
27001,MN,2023,11696,61,small
27003,MN,2023,311600,2582,large
27005,MN,2023,29707,49,small
27007,MN,2023,35620,115,small
27009,MN,2023,33508,-65,small
27011,MN,2023,4179,-7,tiny
27013,MN,2023,50384,-378,medium
27015,MN,2023,21833,18,small
27017,MN,2023,28092,85,small
27019,MN,2023,99598,1059,medium
27021,MN,2023,23737,291,small
27023,MN,2023,10064,-12,small
27025,MN,2023,48232,576,small
27027,MN,2023,53094,64,medium
27029,MN,2023,6771,34,tiny
27031,MN,2023,4493,29,tiny
27033,MN,2023,9254,60,tiny
27035,MN,2023,53958,450,medium
27037,MN,2023,382646,2127,large
27039,MN,2023,18912,43,small
27041,MN,2023,34487,142,small
27043,MN,2023,10724,28,small
27045,MN,2023,17887,42,small
27047,MN,2023,24151,110,small
27049,MN,2023,39418,342,small
27051,MN,2023,5048,35,tiny
27053,MN,2023,1045458,-7087,enormous
27055,MN,2023,16052,63,small
27057,MN,2023,17706,-31,small
27059,MN,2023,34572,751,small
27061,MN,2023,35594,150,small
27063,MN,2023,8349,1,tiny
27065,MN,2023,12140,151,small
27067,MN,2023,38190,-104,small
27069,MN,2023,3736,-2,tiny
27071,MN,2023,8647,5,tiny
27073,MN,2023,5473,30,tiny
27075,MN,2023,8541,55,tiny
27077,MN,2023,3160,-17,tiny
27079,MN,2023,25415,17,small
27081,MN,2023,4785,-23,tiny
27083,MN,2023,20947,-44,small
27085,MN,2023,31823,168,small
27087,MN,2023,4235,-22,tiny
27089,MN,2023,7552,9,tiny
27091,MN,2023,16422,24,small
27093,MN,2023,20617,69,small
27095,MN,2023,20480,278,small
27097,MN,2023,28565,128,small
27099,MN,2023,33161,8,small
27101,MN,2023,6964,31,tiny
27103,MN,2023,27274,22,small
27105,MN,2023,18760,-71,small
27107,MN,2023,5334,-2,tiny
27109,MN,2023,141032,-285,large
27111,MN,2023,51977,135,medium
27113,MN,2023,11239,0,small
27115,MN,2023,21215,288,small
27117,MN,2023,8032,11,tiny
27119,MN,2023,25011,-104,small
27121,MN,2023,10027,6,small
27123,MN,2023,439907,-4194,large
27125,MN,2023,3290,19,tiny
27127,MN,2023,12962,22,small
27129,MN,2023,11977,-32,small
27131,MN,2023,53349,150,medium
27133,MN,2023,8445,26,tiny
27135,MN,2023,13401,24,small
27137,MN,2023,148743,-205,large
27139,MN,2023,134710,1440,large
27141,MN,2023,83665,979,medium
27143,MN,2023,12550,-20,small
27145,MN,2023,133167,-149,large
27147,MN,2023,32582,-62,small
27149,MN,2023,9332,-30,tiny
27151,MN,2023,7496,14,tiny
27153,MN,2023,20941,-4,small
27155,MN,2023,2559,-2,tiny
27157,MN,2023,18227,28,small
27159,MN,2023,11670,9,small
27161,MN,2023,15130,73,small
27163,MN,2023,237015,3485,large
27165,MN,2023,8552,-23,tiny
27167,MN,2023,5321,-6,tiny
27169,MN,2023,36819,-159,small
27171,MN,2023,131283,1809,large
27173,MN,2023,7956,-28,tiny
31001,NE,2023,25083,-52,small
31003,NE,2023,5418,16,tiny
31005,NE,2023,371,0,tiny
31007,NE,2023,588,2,tiny
31009,NE,2023,379,0,tiny
31011,NE,2023,4825,8,tiny
31013,NE,2023,8788,-32,tiny
31015,NE,2023,1478,1,tiny
31017,NE,2023,2460,2,tiny
31019,NE,2023,40593,-28,small
31021,NE,2023,5582,9,tiny
31023,NE,2023,7211,30,tiny
31025,NE,2023,22709,224,small
31027,NE,2023,7962,12,tiny
31029,NE,2023,3147,0,tiny
31031,NE,2023,4765,-4,tiny
31033,NE,2023,6860,17,tiny
31035,NE,2023,4983,14,tiny
31037,NE,2023,9737,-70,tiny
31039,NE,2023,8073,-38,tiny
31041,NE,2023,9107,-20,tiny
31043,NE,2023,18164,-108,small
31045,NE,2023,5707,19,tiny
31047,NE,2023,21382,-84,small
31049,NE,2023,1378,-4,tiny
31051,NE,2023,4724,-13,tiny
31053,NE,2023,29026,-23,small
31055,NE,2023,488039,-1373,large
31057,NE,2023,1231,0,tiny
31059,NE,2023,4820,3,tiny
31061,NE,2023,2367,-2,tiny
31063,NE,2023,1922,-3,tiny
31065,NE,2023,3931,-2,tiny
31067,NE,2023,17505,51,small
31069,NE,2023,1342,0,tiny
31071,NE,2023,1440,-14,tiny
31073,NE,2023,1612,11,tiny
31075,NE,2023,623,1,tiny
31077,NE,2023,1936,7,tiny
31079,NE,2023,53143,-237,medium
31081,NE,2023,8655,0,tiny
31083,NE,2023,2583,-8,tiny
31085,NE,2023,820,0,tiny
31087,NE,2023,2147,4,tiny
31089,NE,2023,9091,8,tiny
31091,NE,2023,559,1,tiny
31093,NE,2023,5706,-2,tiny
31095,NE,2023,5723,20,tiny
31097,NE,2023,3416,-14,tiny
31099,NE,2023,5948,19,tiny
31101,NE,2023,6458,-3,tiny
31103,NE,2023,681,3,tiny
31105,NE,2023,2496,2,tiny
31107,NE,2023,7128,-29,tiny
31109,NE,2023,266457,-778,large
31111,NE,2023,27592,-65,small
31113,NE,2023,621,2,tiny
31115,NE,2023,494,0,tiny
31117,NE,2023,367,0,tiny
31119,NE,2023,29130,-48,small
31121,NE,2023,6458,30,tiny
31123,NE,2023,3568,-1,tiny
31125,NE,2023,2750,-16,tiny
31127,NE,2023,5493,0,tiny
31129,NE,2023,3310,1,tiny
31131,NE,2023,13822,59,small
31133,NE,2023,2120,-9,tiny
31135,NE,2023,2550,3,tiny
31137,NE,2023,7792,0,tiny
31139,NE,2023,6482,15,tiny
31141,NE,2023,31182,-58,small
31143,NE,2023,4576,4,tiny
31145,NE,2023,8293,24,tiny
31147,NE,2023,6108,-13,tiny
31149,NE,2023,1255,-24,tiny
31151,NE,2023,11833,-72,small
31153,NE,2023,167123,768,large
31155,NE,2023,19573,285,small
31157,NE,2023,27668,1,small
31159,NE,2023,14906,61,small
31161,NE,2023,3877,-11,tiny
31163,NE,2023,2480,0,tiny
31165,NE,2023,841,-3,tiny
31167,NE,2023,5014,-14,tiny
31169,NE,2023,4324,-38,tiny
31171,NE,2023,536,4,tiny
31173,NE,2023,5832,-31,tiny
31175,NE,2023,3563,-2,tiny
31177,NE,2023,18489,230,small
31179,NE,2023,6462,-23,tiny
31181,NE,2023,2587,3,tiny
31183,NE,2023,641,-2,tiny
31185,NE,2023,11603,-8,small
32001,NV,2023,19252,255,small
32003,NV,2023,1806873,22550,enormous
32005,NV,2023,41496,813,small
32007,NV,2023,43925,-210,small
32009,NV,2023,534,-7,tiny
32011,NV,2023,1341,7,tiny
32013,NV,2023,13881,-34,small
32015,NV,2023,4194,-4,tiny
32017,NV,2023,3341,32,tiny
32019,NV,2023,49747,1190,small
32021,NV,2023,2922,26,tiny
32023,NV,2023,31842,1178,small
32027,NV,2023,3440,14,tiny
32029,NV,2023,3045,93,tiny
32031,NV,2023,398636,4762,large
32033,NV,2023,6546,39,tiny
32510,NV,2023,43751,361,small
33001,NH,2023,50689,712,medium
33003,NH,2023,39308,697,small
33005,NH,2023,58279,683,medium
33007,NH,2023,21908,161,small
33009,NH,2023,65553,386,medium
33011,NH,2023,344298,1465,large
33013,NH,2023,119936,1129,large
33015,NH,2023,268021,2573,large
33017,NH,2023,98406,724,medium
33019,NH,2023,33333,108,small
37001,NC,2023,127731,1625,large
37003,NC,2023,26508,68,small
37005,NC,2023,7418,28,tiny
37007,NC,2023,14645,45,small
37009,NC,2023,18542,93,small
37011,NC,2023,11203,-32,small
37013,NC,2023,32203,13,small
37015,NC,2023,11310,-36,small
37017,NC,2023,19040,-45,small
37019,NC,2023,113505,2600,large
37021,NC,2023,196734,924,large
37023,NC,2023,61327,270,medium
37025,NC,2023,181957,2563,large
37027,NC,2023,56958,86,medium
37029,NC,2023,8316,123,tiny
37031,NC,2023,49376,343,small
37033,NC,2023,14533,112,small
37035,NC,2023,120146,1,large
37037,NC,2023,64792,817,medium
37039,NC,2023,19670,4,small
37041,NC,2023,9574,-68,tiny
37043,NC,2023,7884,11,tiny
37045,NC,2023,71604,450,medium
37047,NC,2023,33665,-31,small
37049,NC,2023,72278,18,medium
37051,NC,2023,224272,-619,large
37053,NC,2023,22546,632,small
37055,NC,2023,30587,127,small
37057,NC,2023,127752,878,large
37059,NC,2023,34036,272,small
37061,NC,2023,32829,1353,small
37063,NC,2023,218665,-1074,large
37065,NC,2023,30756,-146,small
37067,NC,2023,282325,542,large
37069,NC,2023,52018,1323,medium
37071,NC,2023,166275,1710,large
37073,NC,2023,7410,48,tiny
37075,NC,2023,5945,-6,tiny
37077,NC,2023,43873,585,small
37079,NC,2023,12237,72,small
37081,NC,2023,397574,240,large
37083,NC,2023,31592,-161,small
37085,NC,2023,95402,662,medium
37087,NC,2023,47425,284,small
37089,NC,2023,89114,625,medium
37091,NC,2023,12588,-44,small
